model_name,train_split,eval_cell,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,cg,gpu,0.0000,0.0000,,,43.4665,18.2014,1179.7500,494.5150,43.4665,18.2014,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,cg,cpu,0.0000,0.0000,,,529.2340,190.1325,501.6000,184.4381,529.2340,190.1325,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,jacobi,gpu,0.0000,0.0000,,,28.3235,7.3822,757.5000,200.3438,28.3235,7.3822,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,jacobi,cpu,0.0000,0.0000,,,370.7010,85.2092,355.0000,83.8482,370.7010,85.2092,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,ic_amgx,gpu,7.7665,9.9714,,,292.2885,78.4710,23.8500,6.3683,300.0550,77.6021,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,ic,cpu,4.5425,2.2543,,,119.1130,28.1208,107.5500,26.0636,123.6560,27.8915,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,leafonly,gpu,,,2.1830,0.0047,6.0590,2.0584,78.0000,26.2077,8.2425,2.0581,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,amg_cpu,cpu,9.4955,2.8473,,,8.1905,12.0685,3.3000,5.8947,17.6825,11.9959,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_id,amgx_gpu,gpu,14.0435,6.8454,,,106.8395,33.3427,1.6000,0.5026,120.8850,32.1406,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,cg,gpu,0.0000,0.0000,,,65.2585,30.9881,1758.0000,803.6441,65.2585,30.9881,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,cg,cpu,0.0000,0.0000,,,1173.8750,583.6321,1143.8000,558.0195,1173.8750,583.6321,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,jacobi,gpu,0.0000,0.0000,,,24.4105,7.0990,650.4000,187.6571,24.4105,7.0990,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,jacobi,cpu,0.0000,0.0000,,,466.4200,113.5324,453.9000,102.3641,466.4200,113.5324,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,ic_amgx,gpu,5.5600,0.0768,,,262.2035,15.6395,21.3500,1.3485,267.7640,15.6490,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,ic,cpu,3.8820,0.3474,,,151.9810,37.3321,139.9500,32.5422,155.8620,37.3596,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,leafonly,gpu,,,2.1870,0.0047,10.9575,9.6664,141.7500,125.6570,13.1435,9.6651,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,amg_cpu,cpu,8.7595,0.2979,,,21.9285,15.8605,10.3000,7.9743,30.6880,15.9175,20
g4096_param_low_d128_L3_hw,g4096_train_param_low,g4096_eval_param_high,amgx_gpu,gpu,12.5430,0.1614,,,108.9320,32.1322,1.6500,0.4894,121.4735,32.1156,20
