scale,config,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames
2048,v2_2048_d128_L3_hw,cg,gpu,0.0000,0.0000,,,23.9555,8.9416,649.9500,239.5007,23.9555,8.9416,20
2048,v2_2048_d128_L3_hw,cg,cpu,0.0000,0.0000,,,87.1450,26.6018,428.9500,125.0488,87.1450,26.6018,20
2048,v2_2048_d128_L3_hw,jacobi,gpu,0.0000,0.0000,,,15.8150,4.1835,429.0000,111.5810,15.8150,4.1835,20
2048,v2_2048_d128_L3_hw,jacobi,cpu,0.0000,0.0000,,,65.3885,16.9274,310.1000,70.2873,65.3885,16.9274,20
2048,v2_2048_d128_L3_hw,ic_amgx,gpu,9.1255,0.4396,,,182.5300,11.2376,14.8000,0.8335,191.6540,11.3168,20
2048,v2_2048_d128_L3_hw,ic,cpu,4.9895,0.7667,,,20.8435,5.4365,95.6500,22.6188,25.8320,5.3927,20
2048,v2_2048_d128_L3_hw,leafonly,gpu,,,2.6180,0.1835,5.0990,1.2232,65.5500,15.9125,7.7170,1.2568,20
2048,v2_2048_d128_L3_hw,amg_cpu,cpu,8.5265,0.8557,,,6.9710,4.7789,9.0000,6.1900,15.4990,4.6668,20
2048,v2_2048_d128_L3_hw,amgx_gpu,gpu,16.3165,1.0014,,,40.6010,14.6084,1.3000,0.4702,56.9190,14.3819,20
