scale,config,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames
4096,v2_4096_d128_L1_hw,cg,gpu,0.0000,0.0000,,,44.3030,16.8748,1153.0500,433.5239,44.3030,16.8748,20
4096,v2_4096_d128_L1_hw,cg,cpu,0.0000,0.0000,,,302.3810,118.7652,510.6000,201.8056,302.3810,118.7652,20
4096,v2_4096_d128_L1_hw,jacobi,gpu,0.0000,0.0000,,,31.9315,18.0036,839.4000,475.8259,31.9315,18.0036,20
4096,v2_4096_d128_L1_hw,jacobi,cpu,0.0000,0.0000,,,222.1115,54.2685,370.7000,93.9295,222.1115,54.2685,20
4096,v2_4096_d128_L1_hw,ic_amgx,gpu,6.7015,0.1267,,,304.7595,53.7140,21.5000,3.8182,311.4615,53.7261,20
4096,v2_4096_d128_L1_hw,ic,cpu,4.0365,0.3318,,,71.4360,19.1503,113.0000,30.7383,75.4730,19.0769,20
4096,v2_4096_d128_L1_hw,leafonly,gpu,,,1.0620,0.0669,38.6935,6.7629,472.9500,82.5683,39.7555,6.7708,20
4096,v2_4096_d128_L1_hw,amg_cpu,cpu,9.2275,0.3695,,,6.9590,8.1289,4.7500,6.6639,16.1865,8.0425,20
4096,v2_4096_d128_L1_hw,amgx_gpu,gpu,15.2600,0.1142,,,58.1095,20.3748,1.4500,0.5104,73.3705,20.4029,20
