step,elapsed_s,on_diag_grad_l2,off_diag_grad_l2,off_over_on
0.0,39.803,1.06059584767243,0.6297732474343445,0.5937919225465919
100.0,17.719,0.012283523517297472,0.0027211734601087084,0.22153036596354403
200.0,6.352,0.0031979715445888506,0.0011457752833780278,0.3582818881915146
300.0,6.356,0.005876744166628321,0.0019938046544232964,0.33927028264141823
400.0,6.354,0.003887162718487612,0.0004371226944463076,0.11245289330629823
500.0,6.355,0.08672773489489968,0.047358210481393825,0.5460561207874793
600.0,6.356,0.01423651993992914,0.00486038694858753,0.34140274232016576
700.0,6.357,0.02406263077886539,0.009640440446369657,0.40063950342607657
800.0,6.359,0.032128081175196256,0.006927836725125672,0.21563182336809297
900.0,6.361,0.14185700546677277,0.015665696644579837,0.11043301381579791
1000.0,6.361,0.10007492193351938,0.014730605948500557,0.14719577756239693
1100.0,6.363,0.08501588086939993,0.013911552788959254,0.1636347544328802
1200.0,6.363,0.1875484204145692,0.026728663434597698,0.1425160679866827
1300.0,6.363,0.1056251863903681,0.020206333388321594,0.19130222704311553
1400.0,6.364,0.1413102614816065,0.03181883544380592,0.22517002735818717
1500.0,6.364,0.15463020403530484,0.029812215013312916,0.19279684198377087
1600.0,6.365,0.5405844984828921,0.04345572339105633,0.0803865510628059
1700.0,6.364,0.2706336453584439,0.025505118388276498,0.09424223050499114
1800.0,6.365,0.16429863054815763,0.02065984985424628,0.125745721588292
1900.0,6.365,0.06719836307530117,0.01962485732432213,0.2920436812178133
2000.0,6.366,1.8840993630910234,0.042659747174590715,0.022641983756421322
2100.0,6.368,1.6019362222011213,0.04151694613046581,0.025916728490863353
2200.0,6.367,2.313415278327694,0.07088201654157421,0.030639555814126432
2300.0,6.365,0.9320220812834855,0.07540741525871311,0.08090732695395986
2400.0,6.365,2.1942451481090255,0.06207793045036215,0.028291246538182012
2500.0,6.365,4.044128489551241,0.10672347663002739,0.026389734378066215
2600.0,6.365,4.79980895453142,0.11110852289991079,0.023148530275359205
2700.0,6.365,2.6367527074035593,0.07704008572814545,0.029217789560556748
2800.0,6.365,2.052798782150847,0.09732869566576961,0.047412681901434196
2900.0,6.366,11.404408665073346,0.1264277267849106,0.011085864291421154
3000.0,6.365,7.483962924146539,0.11338496372976445,0.015150390893030075
3100.0,6.366,0.6096829421920872,0.06774322180115144,0.11111221442014399
3200.0,6.366,15.40108471017545,0.10236487727731616,0.006646601794851761
3300.0,6.366,6.34122115211258,0.093309532739158,0.01471475769427658
3400.0,6.366,2.0095506885868795,0.08258424924887312,0.041095877659571026
3500.0,6.366,9.282461930974993,0.08025246787482612,0.008645601616423405
3600.0,6.366,8.091655542594482,0.07350249315499441,0.009083739757343503
3700.0,6.366,1.0565060340575438,0.1550092452081488,0.14671875049575536
3800.0,6.365,13.002079035292779,0.08845201467462457,0.006802913167542734
3900.0,6.365,1.7329157509815645,0.13334894412780327,0.07695062154768417
4000.0,6.366,2.482464501256765,0.12088258766257445,0.048694588624077724
4100.0,6.366,10.570924510183582,0.17825278623348362,0.016862554080464998
4200.0,6.366,7.316606590489883,0.10868932790297307,0.014855155400079504
4300.0,6.366,10.489052435754147,0.16820719366305353,0.01603645273901805
4400.0,6.368,2.2790351028450617,0.17298869905285724,0.07590435918995045
4500.0,6.367,24.511689048288776,0.19524205489596755,0.00796526320611096
4600.0,6.366,9.880306118739439,0.2197972019840107,0.022245991100127285
4700.0,6.366,10.949580494247257,0.18634454647238807,0.01701841879424428
4800.0,6.365,8.186386504435275,0.24184344109361328,0.029542147926021542
4900.0,6.367,8.625545895767988,0.12123002928317721,0.014054766011117876
5000.0,6.366,3.9663930717970954,0.08424826407707164,0.02124052320384384
5100.0,6.367,3.513047110415686,0.2878524622093756,0.08193811616016589
5200.0,6.367,7.382262593541359,0.10059254445534221,0.013626248481508807
5300.0,6.366,7.310201775601,0.9286737855673541,0.12703805094230855
5400.0,6.366,2.896081663213246,0.3272764733371466,0.11300664532160619
5500.0,6.367,2.7477396164847936,0.14243542396468653,0.05183730769471722
5600.0,6.366,3.718406379082308,0.155624708835069,0.041852528467713285
5700.0,6.366,3.0814201271491686,0.14141357784880487,0.04589233925061566
5800.0,6.366,0.8895948516038074,0.2655791030935981,0.2985393885933562
5900.0,6.366,3.8769028876153193,0.1478076452691132,0.038125186406211375
6000.0,6.365,6.915768142440866,0.167641045093378,0.02424040853315976
6100.0,6.367,8.751585513494112,0.4053467651283281,0.046316951882984174
6200.0,6.366,2.4006251269200694,0.5536849284566088,0.23064197831127847
6300.0,6.366,13.103864162910114,0.42410493984390235,0.03236487608321765
6400.0,6.366,12.559776630179375,0.28153252032402937,0.022415408220520926
6500.0,6.367,6.07561618274229,0.12149526739754105,0.019997192670374208
6600.0,6.365,16.130433379174907,0.2895306719503134,0.017949342410360166
6700.0,6.366,6.552818401268266,0.5654175448285984,0.08628616119121577
6800.0,6.366,15.271899161531941,0.3196147055440347,0.020928288103754987
6900.0,6.365,7.806734848834051,0.2588857083734056,0.03316184209997482
7000.0,6.365,8.124770519836236,0.41825231619203257,0.05147866209524191
7100.0,6.365,11.088553557610659,0.4329480338331611,0.039044590584676034
7200.0,6.365,6.442583177577144,0.3213331604425537,0.049876447317114374
7300.0,6.365,29.463509719651526,0.4077082290069701,0.013837734638078013
7400.0,6.364,4.804825699231972,0.20652171798626895,0.0429821456414705
7500.0,6.364,7.87833269162962,0.360358155173433,0.04574040844407315
7600.0,6.364,4.350434920786657,0.3844654210719086,0.08837401962615467
7700.0,6.363,14.552221686051928,0.5710394031938602,0.03924070258915807
7800.0,6.364,1.3535449752409412,0.16102884834712072,0.11896822883070907
7900.0,6.365,6.251116780224154,0.4007356859577145,0.06410625493759291
8000.0,6.365,11.972420223162901,0.3782414704920654,0.031592732583866884
8100.0,6.365,5.945555314686762,0.19616791276862788,0.032994043850547015
8200.0,6.365,15.007684031855149,0.28593245705935516,0.019052403852082574
8300.0,6.364,12.392232002347276,0.26011468624435646,0.0209901401293235
8400.0,6.364,4.9627542756014025,0.4954583736299146,0.09983536280765651
8500.0,6.364,30.974879757635865,0.47934330077721954,0.015475227168849713
8600.0,6.366,2.800239454046743,0.2480355821248234,0.08857656146740481
8700.0,6.364,2.0162834622145764,0.24716158682125344,0.12258275756018182
8800.0,6.365,1.6472261532649364,0.1627471965964391,0.09880076046258791
8900.0,6.365,1.3583121879744728,0.20768247398372353,0.15289745304680027
9000.0,6.365,5.734373200272198,0.6460348287824736,0.11266005999606162
9100.0,6.365,5.648338339724347,0.46404417893127375,0.08215587505934006
9200.0,6.365,16.64606923570847,0.28918272769997866,0.017372433311741587
9300.0,6.365,4.147851130404755,0.3164569480987896,0.07629419141373793
9400.0,6.365,11.133837164248451,0.5672726416812289,0.05095032676629958
9500.0,6.366,6.354230087115197,0.25812768158413385,0.04062296738475882
9600.0,6.365,12.421346907642505,0.27576620532617846,0.02220099055091258
9700.0,6.366,14.455452431522163,0.38043001984596325,0.02631740664279602
9800.0,6.365,20.04668862929736,0.6156443778676128,0.030710527272213697
9900.0,6.365,4.048489718401172,0.20266548793516867,0.05005952886925084
10000.0,6.365,2.717105261118899,1.7972381589538988,0.6614532696513198
10100.0,6.365,13.855337238768314,0.37594015481190624,0.027133237418429365
10200.0,6.365,5.4705626767271385,0.3131595440027335,0.057244485166942055
10300.0,6.365,6.1458149988427095,0.26140262049183827,0.04253343462845234
10400.0,6.366,6.221574479181294,0.19661599629735116,0.03160228925254691
10500.0,6.365,13.734820166278114,0.4594289934255347,0.033449946039594315
10600.0,6.365,3.13209674180093,0.2556977121524555,0.08163787176172324
10700.0,6.365,5.066640010894794,0.7359198325904799,0.14524809953105644
10800.0,6.365,4.571990813639065,0.4339125718390745,0.09490670246856923
10900.0,6.364,4.04801741597044,0.24971722007102354,0.06168877117124712
11000.0,6.364,10.263698163917333,0.2610208803908224,0.02543146497706426
11100.0,6.364,8.369598915121323,1.146518207443737,0.1369860394830064
11200.0,6.365,4.193173261385701,0.2986140820524042,0.07121434375304644
11300.0,6.365,8.722258881734708,2.482723303149185,0.284642239678102
11400.0,6.382,4.535265813599022,0.2554359019401932,0.056322145699656045
11500.0,6.383,3.140684161134322,0.5890553114945998,0.18755636710755735
11600.0,6.377,14.826062896129908,0.6304720453755266,0.04252457647000139
11700.0,6.368,1.7477476934615017,0.22379600085792417,0.1280482312722639
11800.0,6.364,4.444320532994892,0.4700840882225221,0.10577186877782345
11900.0,6.364,4.569686750752178,0.9206270471803444,0.20146392901631774
12000.0,6.365,3.7841511597715014,1.5306933069691002,0.40450110007273815
12100.0,6.364,4.06294228361664,0.3714892865211593,0.09143356232726915
12200.0,6.364,5.899768554782467,0.48474971892720065,0.0821641924468805
12300.0,6.364,5.0537072530964835,0.48449484001380244,0.09586919379173478
12400.0,6.364,3.2809382804313767,0.836775955677504,0.255041663132866
12500.0,6.363,7.406942014083815,0.2942179634216783,0.03972192071468118
12600.0,6.363,3.612303697088605,0.14272666184003605,0.039511257581988174
12700.0,6.362,6.448794073313242,0.4869423066442266,0.07550904884051397
12800.0,6.363,10.150823858190034,0.4776532319580807,0.04705561229620723
12900.0,6.363,5.0638032149758745,0.9752572173534528,0.19259382245921247
13000.0,6.363,12.930956499810831,0.7088039221110447,0.05481450054537063
13100.0,6.362,1.5885096789129112,1.1467116856472686,0.7218789415447661
13200.0,6.362,8.238935428803893,0.5421817038595087,0.06580725247147873
13300.0,6.362,3.160510243615736,0.3692103059233314,0.11681984156486762
13400.0,6.363,3.3832256797322877,0.37434542871524423,0.1106474897485603
13500.0,6.364,6.064161607345239,1.1861825997712157,0.19560537409399634
13600.0,6.364,1.955013554940221,0.8879859233118507,0.45420959924700005
13700.0,6.363,3.606295329004545,0.3563662862842107,0.09881783208880437
13800.0,6.364,8.693611677548061,0.43772895723266925,0.0503506452172391
13900.0,6.362,4.778577717271112,0.5859803750980062,0.12262652399271644
14000.0,6.362,7.216074348286608,1.210702688524313,0.16777857739392382
14100.0,6.369,6.662685644693137,0.47481090973144247,0.07126419210692189
14200.0,6.377,5.933359335149018,0.292826382008179,0.04935254473355179
14300.0,6.374,2.495208408129469,0.7857766603813071,0.3149142403581286
14400.0,6.374,2.305451148907736,0.5525821205938535,0.23968502687886178
14500.0,6.373,5.457207894152466,0.14205245510021994,0.026030244376878637
14600.0,6.376,6.133439654875557,0.16079776117844427,0.02621657181392889
14700.0,6.373,1.5494495796895102,0.5821425942155409,0.37570928531420483
14800.0,6.372,9.944584656987944,0.7916855436345923,0.07960971432610653
14900.0,6.371,12.571523058086479,0.6277761145504024,0.04993636106379275
15000.0,6.374,4.7940067793026735,0.6025918021347452,0.12569690237742986
15100.0,6.373,1.465894266309818,0.5316220273841181,0.3626605544494021
15200.0,6.373,4.23032492841862,0.4596618866079719,0.10865876602528561
15300.0,6.373,7.214311470958265,0.55921856192369,0.07751516747992722
15400.0,6.373,0.8850248584079432,0.45746558340491583,0.5168957448583346
