run,step,elapsed_s,on_diag_grad_l2,off_diag_grad_l2,off_over_on
default_smoothing,4000.0,6.366,2.482464501256765,0.12088258766257445,0.048694588624077724
default_smoothing,4100.0,6.366,10.570924510183582,0.17825278623348362,0.016862554080464998
default_smoothing,4200.0,6.366,7.316606590489883,0.10868932790297307,0.014855155400079504
default_smoothing,4300.0,6.366,10.489052435754147,0.16820719366305353,0.01603645273901805
default_smoothing,4400.0,6.368,2.2790351028450617,0.17298869905285724,0.07590435918995045
default_smoothing,4500.0,6.367,24.511689048288776,0.19524205489596755,0.00796526320611096
default_smoothing,4600.0,6.366,9.880306118739439,0.2197972019840107,0.022245991100127285
default_smoothing,4700.0,6.366,10.949580494247257,0.18634454647238807,0.01701841879424428
default_smoothing,4800.0,6.365,8.186386504435275,0.24184344109361328,0.029542147926021542
default_smoothing,4900.0,6.367,8.625545895767988,0.12123002928317721,0.014054766011117876
default_smoothing,5000.0,6.366,3.9663930717970954,0.08424826407707164,0.02124052320384384
default_smoothing,5100.0,6.367,3.513047110415686,0.2878524622093756,0.08193811616016589
default_smoothing,5200.0,6.367,7.382262593541359,0.10059254445534221,0.013626248481508807
default_smoothing,5300.0,6.366,7.310201775601,0.9286737855673541,0.12703805094230855
default_smoothing,5400.0,6.366,2.896081663213246,0.3272764733371466,0.11300664532160619
default_smoothing,5500.0,6.367,2.7477396164847936,0.14243542396468653,0.05183730769471722
default_smoothing,5600.0,6.366,3.718406379082308,0.155624708835069,0.041852528467713285
default_smoothing,5700.0,6.366,3.0814201271491686,0.14141357784880487,0.04589233925061566
default_smoothing,5800.0,6.366,0.8895948516038074,0.2655791030935981,0.2985393885933562
default_smoothing,5900.0,6.366,3.8769028876153193,0.1478076452691132,0.038125186406211375
default_smoothing,6000.0,6.365,6.915768142440866,0.167641045093378,0.02424040853315976
default_smoothing,6100.0,6.367,8.751585513494112,0.4053467651283281,0.046316951882984174
default_smoothing,6200.0,6.366,2.4006251269200694,0.5536849284566088,0.23064197831127847
default_smoothing,6300.0,6.366,13.103864162910114,0.42410493984390235,0.03236487608321765
default_smoothing,6400.0,6.366,12.559776630179375,0.28153252032402937,0.022415408220520926
default_smoothing,6500.0,6.367,6.07561618274229,0.12149526739754105,0.019997192670374208
default_smoothing,6600.0,6.365,16.130433379174907,0.2895306719503134,0.017949342410360166
default_smoothing,6700.0,6.366,6.552818401268266,0.5654175448285984,0.08628616119121577
default_smoothing,6800.0,6.366,15.271899161531941,0.3196147055440347,0.020928288103754987
default_smoothing,6900.0,6.365,7.806734848834051,0.2588857083734056,0.03316184209997482
default_smoothing,7000.0,6.365,8.124770519836236,0.41825231619203257,0.05147866209524191
default_smoothing,7100.0,6.365,11.088553557610659,0.4329480338331611,0.039044590584676034
default_smoothing,7200.0,6.365,6.442583177577144,0.3213331604425537,0.049876447317114374
default_smoothing,7300.0,6.365,29.463509719651526,0.4077082290069701,0.013837734638078013
default_smoothing,7400.0,6.364,4.804825699231972,0.20652171798626895,0.0429821456414705
default_smoothing,7500.0,6.364,7.87833269162962,0.360358155173433,0.04574040844407315
default_smoothing,7600.0,6.364,4.350434920786657,0.3844654210719086,0.08837401962615467
default_smoothing,7700.0,6.363,14.552221686051928,0.5710394031938602,0.03924070258915807
default_smoothing,7800.0,6.364,1.3535449752409412,0.16102884834712072,0.11896822883070907
default_smoothing,7900.0,6.365,6.251116780224154,0.4007356859577145,0.06410625493759291
default_smoothing,8000.0,6.365,11.972420223162901,0.3782414704920654,0.031592732583866884
default_smoothing,8100.0,6.365,5.945555314686762,0.19616791276862788,0.032994043850547015
default_smoothing,8200.0,6.365,15.007684031855149,0.28593245705935516,0.019052403852082574
default_smoothing,8300.0,6.364,12.392232002347276,0.26011468624435646,0.0209901401293235
default_smoothing,8400.0,6.364,4.9627542756014025,0.4954583736299146,0.09983536280765651
default_smoothing,8500.0,6.364,30.974879757635865,0.47934330077721954,0.015475227168849713
default_smoothing,8600.0,6.366,2.800239454046743,0.2480355821248234,0.08857656146740481
default_smoothing,8700.0,6.364,2.0162834622145764,0.24716158682125344,0.12258275756018182
default_smoothing,8800.0,6.365,1.6472261532649364,0.1627471965964391,0.09880076046258791
default_smoothing,8900.0,6.365,1.3583121879744728,0.20768247398372353,0.15289745304680027
default_smoothing,9000.0,6.365,5.734373200272198,0.6460348287824736,0.11266005999606162
default_smoothing,9100.0,6.365,5.648338339724347,0.46404417893127375,0.08215587505934006
default_smoothing,9200.0,6.365,16.64606923570847,0.28918272769997866,0.017372433311741587
default_smoothing,9300.0,6.365,4.147851130404755,0.3164569480987896,0.07629419141373793
default_smoothing,9400.0,6.365,11.133837164248451,0.5672726416812289,0.05095032676629958
default_smoothing,9500.0,6.366,6.354230087115197,0.25812768158413385,0.04062296738475882
default_smoothing,9600.0,6.365,12.421346907642505,0.27576620532617846,0.02220099055091258
default_smoothing,9700.0,6.366,14.455452431522163,0.38043001984596325,0.02631740664279602
default_smoothing,9800.0,6.365,20.04668862929736,0.6156443778676128,0.030710527272213697
default_smoothing,9900.0,6.365,4.048489718401172,0.20266548793516867,0.05005952886925084
default_smoothing,10000.0,6.365,2.717105261118899,1.7972381589538988,0.6614532696513198
default_smoothing,10100.0,6.365,13.855337238768314,0.37594015481190624,0.027133237418429365
default_smoothing,10200.0,6.365,5.4705626767271385,0.3131595440027335,0.057244485166942055
default_smoothing,10300.0,6.365,6.1458149988427095,0.26140262049183827,0.04253343462845234
default_smoothing,10400.0,6.366,6.221574479181294,0.19661599629735116,0.03160228925254691
default_smoothing,10500.0,6.365,13.734820166278114,0.4594289934255347,0.033449946039594315
default_smoothing,10600.0,6.365,3.13209674180093,0.2556977121524555,0.08163787176172324
default_smoothing,10700.0,6.365,5.066640010894794,0.7359198325904799,0.14524809953105644
default_smoothing,10800.0,6.365,4.571990813639065,0.4339125718390745,0.09490670246856923
default_smoothing,10900.0,6.364,4.04801741597044,0.24971722007102354,0.06168877117124712
default_smoothing,11000.0,6.364,10.263698163917333,0.2610208803908224,0.02543146497706426
default_smoothing,11100.0,6.364,8.369598915121323,1.146518207443737,0.1369860394830064
default_smoothing,11200.0,6.365,4.193173261385701,0.2986140820524042,0.07121434375304644
default_smoothing,11300.0,6.365,8.722258881734708,2.482723303149185,0.284642239678102
default_smoothing,11400.0,6.382,4.535265813599022,0.2554359019401932,0.056322145699656045
default_smoothing,11500.0,6.383,3.140684161134322,0.5890553114945998,0.18755636710755735
default_smoothing,11600.0,6.377,14.826062896129908,0.6304720453755266,0.04252457647000139
default_smoothing,11700.0,6.368,1.7477476934615017,0.22379600085792417,0.1280482312722639
default_smoothing,11800.0,6.364,4.444320532994892,0.4700840882225221,0.10577186877782345
default_smoothing,11900.0,6.364,4.569686750752178,0.9206270471803444,0.20146392901631774
default_smoothing,12000.0,6.365,3.7841511597715014,1.5306933069691002,0.40450110007273815
default_smoothing,12100.0,6.364,4.06294228361664,0.3714892865211593,0.09143356232726915
default_smoothing,12200.0,6.364,5.899768554782467,0.48474971892720065,0.0821641924468805
default_smoothing,12300.0,6.364,5.0537072530964835,0.48449484001380244,0.09586919379173478
default_smoothing,12400.0,6.364,3.2809382804313767,0.836775955677504,0.255041663132866
default_smoothing,12500.0,6.363,7.406942014083815,0.2942179634216783,0.03972192071468118
default_smoothing,12600.0,6.363,3.612303697088605,0.14272666184003605,0.039511257581988174
default_smoothing,12700.0,6.362,6.448794073313242,0.4869423066442266,0.07550904884051397
default_smoothing,12800.0,6.363,10.150823858190034,0.4776532319580807,0.04705561229620723
default_smoothing,12900.0,6.363,5.0638032149758745,0.9752572173534528,0.19259382245921247
default_smoothing,13000.0,6.363,12.930956499810831,0.7088039221110447,0.05481450054537063
default_smoothing,13100.0,6.362,1.5885096789129112,1.1467116856472686,0.7218789415447661
default_smoothing,13200.0,6.362,8.238935428803893,0.5421817038595087,0.06580725247147873
default_smoothing,13300.0,6.362,3.160510243615736,0.3692103059233314,0.11681984156486762
default_smoothing,13400.0,6.363,3.3832256797322877,0.37434542871524423,0.1106474897485603
default_smoothing,13500.0,6.364,6.064161607345239,1.1861825997712157,0.19560537409399634
default_smoothing,13600.0,6.364,1.955013554940221,0.8879859233118507,0.45420959924700005
default_smoothing,13700.0,6.363,3.606295329004545,0.3563662862842107,0.09881783208880437
default_smoothing,13800.0,6.364,8.693611677548061,0.43772895723266925,0.0503506452172391
default_smoothing,13900.0,6.362,4.778577717271112,0.5859803750980062,0.12262652399271644
default_smoothing,14000.0,6.362,7.216074348286608,1.210702688524313,0.16777857739392382
default_smoothing,14100.0,6.369,6.662685644693137,0.47481090973144247,0.07126419210692189
default_smoothing,14200.0,6.377,5.933359335149018,0.292826382008179,0.04935254473355179
default_smoothing,14300.0,6.374,2.495208408129469,0.7857766603813071,0.3149142403581286
default_smoothing,14400.0,6.374,2.305451148907736,0.5525821205938535,0.23968502687886178
default_smoothing,14500.0,6.373,5.457207894152466,0.14205245510021994,0.026030244376878637
default_smoothing,14600.0,6.376,6.133439654875557,0.16079776117844427,0.02621657181392889
default_smoothing,14700.0,6.373,1.5494495796895102,0.5821425942155409,0.37570928531420483
default_smoothing,14800.0,6.372,9.944584656987944,0.7916855436345923,0.07960971432610653
default_smoothing,14900.0,6.371,12.571523058086479,0.6277761145504024,0.04993636106379275
default_smoothing,15000.0,6.374,4.7940067793026735,0.6025918021347452,0.12569690237742986
default_smoothing,15100.0,6.373,1.465894266309818,0.5316220273841181,0.3626605544494021
default_smoothing,15200.0,6.373,4.23032492841862,0.4596618866079719,0.10865876602528561
default_smoothing,15300.0,6.373,7.214311470958265,0.55921856192369,0.07751516747992722
default_smoothing,15400.0,6.373,0.8850248584079432,0.45746558340491583,0.5168957448583346
default_smoothing,15500.0,6.372,7.595303878055176,0.34085259277288765,0.044876755195759864
default_smoothing,15600.0,6.372,2.881866398707615,0.1294536210385789,0.044920063295312
default_smoothing,15700.0,6.373,2.059642201937026,0.32713466646015976,0.15883082321410016
default_smoothing,15800.0,6.374,3.347539245475697,0.2924422849042183,0.08736037532628277
default_smoothing,15900.0,6.373,2.432128697252676,0.1789615880573259,0.07358228545203231
default_smoothing,16000.0,6.375,0.9172469678336364,0.5146107752466906,0.5610384043700943
default_smoothing,16100.0,6.374,2.6018034130195153,0.19412140531121239,0.07461032772108073
default_smoothing,16200.0,6.383,0.8210523734817409,0.2884100726396358,0.3512687886359903
default_smoothing,16300.0,6.391,1.4115133722356301,0.41230857376484426,0.29210390909142286
default_smoothing,16400.0,6.387,2.1848324878580505,0.15426068844653845,0.07060527033711925
default_smoothing,16500.0,6.384,0.9366279944567106,0.18520707329905087,0.19773813551929964
default_smoothing,16600.0,6.379,2.247364678907275,0.2311834336625356,0.10286867807094965
default_smoothing,16700.0,6.377,0.8410915526861508,0.27833672053827174,0.3309232147788931
default_smoothing,16800.0,6.378,2.681314229999908,0.24768344716593393,0.09237389799178533
default_smoothing,16900.0,6.377,1.5728105416737261,0.3001241409816945,0.19082027557007192
default_smoothing,17000.0,6.388,2.280130040151219,0.1781997755329675,0.07815333879867187
default_smoothing,17100.0,6.372,1.635111005406055,0.1850943002904195,0.11319983761252599
default_smoothing,17200.0,6.371,1.405351557440344,0.18014299875376782,0.128183583531137
default_smoothing,17300.0,6.369,2.4315982398414424,0.24840342187659173,0.1021564408982256
default_smoothing,17400.0,6.37,1.210659737498526,0.41492259519095853,0.34272436948161394
default_smoothing,17500.0,6.369,0.9826795001423404,0.2735371638370187,0.27835847170659106
default_smoothing,17600.0,6.372,4.549984615358606,0.45931344417510794,0.10094835103940396
default_smoothing,17700.0,6.37,1.2515370549847895,0.21362141746557156,0.17068724942240548
default_smoothing,17800.0,6.372,9.546135343687519,0.7472837479833213,0.07828128568043721
default_smoothing,17900.0,6.376,3.9310021622990745,0.2235158607347586,0.056859765399883105
default_smoothing,18000.0,6.371,2.348724121730775,0.3513827542723177,0.1496058013034684
default_smoothing,18100.0,6.37,1.3803622712896786,0.6661304977254832,0.48257657542546023
default_smoothing,18200.0,6.378,1.1038509863201647,0.263826022219189,0.23900510620431517
default_smoothing,18300.0,6.375,2.707228121160092,0.1330560032467532,0.0491484268380518
default_smoothing,18400.0,6.375,6.01031854397086,0.2040779262928747,0.033954594053520123
default_smoothing,18500.0,6.373,2.3553362817228454,0.23869438619288894,0.10134195615510683
default_smoothing,18600.0,6.362,7.776141716815608,0.2400060207578135,0.030864409304528193
default_smoothing,18700.0,6.363,1.6531500234400989,0.2728203987974506,0.1650306354106501
default_smoothing,18800.0,6.368,3.535966204589631,0.23611456964787245,0.06677512057140118
default_smoothing,18900.0,6.368,2.1831021506104564,0.15651089418951003,0.07169197013788164
default_smoothing,19000.0,6.371,2.6339151466970234,0.4674593565220403,0.17747699925270663
default_smoothing,19100.0,6.369,2.392801287194572,0.16849706228893133,0.07041832649901525
default_smoothing,19200.0,6.37,1.697868958429949,0.4583971204098036,0.2699838041880994
default_smoothing,19300.0,6.369,1.3097980760407308,0.431681885188619,0.3295789580738359
default_smoothing,19400.0,6.367,1.6914579509996692,0.19637548217636538,0.1160983529388392
default_smoothing,19500.0,6.368,1.971819717925551,0.5745910371733969,0.29140140548847654
default_smoothing,19600.0,6.369,2.5294714487418113,0.21159406891498636,0.08365149526405437
default_smoothing,19700.0,6.371,3.000729046415221,0.19903228381345575,0.06632797588013715
default_smoothing,19800.0,6.369,1.5077788299349477,0.6181116404016349,0.4099484805926762
default_smoothing,19900.0,6.37,2.1691955213857512,0.1875207988464213,0.08644716301397629
default_smoothing,20000.0,6.374,7.422209913496115,0.7280212908974573,0.0980868635328766
default_smoothing,20100.0,6.378,0.9431330765061737,0.3728885758507493,0.3953721750827688
default_smoothing,20200.0,6.374,5.9328669292341285,0.3212881261422526,0.05415394108354417
default_smoothing,20300.0,6.367,4.714031077538628,0.3135954240737578,0.06652383467898088
default_smoothing,20400.0,6.361,2.6587938994965366,0.3098600329180903,0.11654157660613133
default_smoothing,20500.0,6.359,1.789325291834886,0.22281492319860446,0.1245245480044135
default_smoothing,20600.0,6.37,1.7041000557479011,0.5807513839845757,0.34079652895128487
default_smoothing,20700.0,6.369,14.271671240608088,1.168320589564354,0.08186291359067029
default_smoothing,20800.0,6.369,1.2208251308029336,0.369764790103114,0.30288104395419896
default_smoothing,20900.0,6.37,1.4235891261175044,0.23257121489986674,0.16336962023175083
default_smoothing,21000.0,6.37,1.3017449827059062,0.877211268737469,0.6738733625952074
default_smoothing,21100.0,6.37,2.372120570291485,0.38982469136779935,0.16433595165860304
default_smoothing,21200.0,6.37,2.9829599393890627,0.24847269467690006,0.0832973622595111
default_smoothing,21300.0,6.368,1.3929683557066184,0.1977424840543883,0.14195762828659408
default_smoothing,21400.0,6.373,1.2952008492894067,0.16111768990399533,0.1243959112537567
default_smoothing,21500.0,6.371,0.7629646125476593,0.5132594080969193,0.6727171872140505
default_smoothing,21600.0,6.373,2.2236958717414574,0.18316252345935835,0.08236851351255921
default_smoothing,21700.0,6.373,2.029295937018551,0.3261921059743782,0.1607415163180294
default_smoothing,21800.0,6.376,1.8057947751613417,0.1519848018717661,0.08416504686042564
default_smoothing,21900.0,6.375,1.1381774905523303,0.1538940544660514,0.1352109453433052
default_smoothing,22000.0,6.373,1.3988041321071367,0.16239495066041923,0.1160955611532188
default_smoothing,22100.0,6.375,1.154806477293923,0.38614606044863387,0.3343816198134741
default_smoothing,22200.0,6.373,3.645065157167976,0.6419789716182299,0.17612276980996788
default_smoothing,22300.0,6.373,1.7674413710219639,0.2184178106290785,0.12357853234067148
default_smoothing,22400.0,6.371,0.37492560595403457,0.30034656648611785,0.8010830994641107
default_smoothing,22500.0,6.37,1.0111292597882824,0.19214681886515841,0.19003190443266524
default_smoothing,22600.0,6.37,1.4767534323643876,0.3121097883758214,0.21134861212146386
default_smoothing,22700.0,6.371,0.779710003783458,0.10976857473794584,0.14078128304793547
default_smoothing,22800.0,6.371,1.2752256427785633,0.12645584209517566,0.09916350318963442
default_smoothing,22900.0,6.37,1.349773318005657,0.13679349399733892,0.1013455312625802
default_smoothing,23000.0,6.371,1.5535314769904085,0.1571538418238638,0.10115909728994443
default_smoothing,23100.0,6.371,0.7213424984014182,0.12888622889975485,0.17867549629389956
default_smoothing,23200.0,6.372,1.6386281487878818,0.21941212363951088,0.13389988680580972
default_smoothing,23300.0,6.371,0.3252983246191102,0.2091106883925353,0.6428274373604036
default_smoothing,23400.0,6.37,0.45509986816082465,0.30029259065118474,0.659838887373763
default_smoothing,23500.0,6.375,0.6068096901006113,0.18050000000000002,0.29745734609160984
default_smoothing,23600.0,6.372,0.2990522529592446,0.28552178550856677,0.954755507384451
default_smoothing,23700.0,6.373,0.37386473489752947,0.26010847737050014,0.6957288374411452
default_smoothing,23800.0,6.374,0.35975998943740256,0.16115883469422335,0.4479620842391219
default_smoothing,23900.0,6.372,0.5893481908006506,0.10090336961667831,0.17121180855683543
default_smoothing,24000.0,6.373,0.590915129269847,0.1160404670793771,0.19637416835605526
default_smoothing,24100.0,6.37,0.7363414561193741,0.1059786771006319,0.1439259955009933
default_smoothing,24200.0,6.371,0.6425871458409357,0.12210049139950256,0.19001390268974816
default_smoothing,24300.0,6.367,0.5243145620712818,0.10455357478345731,0.19941001518329565
default_smoothing,24400.0,6.37,1.593292816779138,0.11388678588844274,0.07147887989520114
default_smoothing,24500.0,6.369,0.7256911464252545,0.16671694574937487,0.2297353999295988
default_smoothing,24600.0,6.372,0.2943798396629769,0.12545572924342674,0.4261695684971353
default_smoothing,24700.0,6.371,0.49126164108344544,0.09885777662885202,0.2012324357562859
default_smoothing,24800.0,6.369,0.589352831502488,0.09179896513577916,0.1557623213614638
default_smoothing,24900.0,6.37,0.7795475418471923,0.24670668819470623,0.3164742045239698
default_smoothing,25000.0,6.37,1.5350890658199607,0.09535355263439323,0.06211597408744526
default_smoothing,25100.0,6.37,0.8014231653751969,0.1662246070833076,0.2074117822704655
default_smoothing,25200.0,6.37,0.548665982178593,0.11529314810516711,0.21013358190601059
default_smoothing,25300.0,6.374,0.44929862007355426,0.10787182208528787,0.24008936877577827
default_smoothing,25400.0,6.378,0.35078405037857696,0.09355880503725986,0.2667133951395119
default_smoothing,25500.0,6.373,0.27728629609124217,0.16440228100607363,0.592897244918214
default_smoothing,25600.0,6.376,0.3341734280280226,0.10669854731907084,0.3192909380877629
default_smoothing,25700.0,6.368,0.7821637808029722,0.10811863854118771,0.1382301778665751
default_smoothing,25800.0,6.359,0.5280719647926786,0.1767619020037972,0.3347307067762896
default_smoothing,25900.0,6.365,0.9500394518123971,0.16641361122215936,0.17516494804998983
default_smoothing,26000.0,6.368,0.30239102169211307,0.10961724316912919,0.3625016462318736
default_smoothing,26100.0,6.367,0.36155160074324105,0.20584503880346497,0.5693379268140693
default_smoothing,26200.0,6.368,0.6037570123816368,0.17478220733243988,0.2894909769130093
default_smoothing,26300.0,6.367,0.6649545623574591,0.10715736092308357,0.16114989954077355
default_smoothing,26400.0,6.367,1.4869478437389791,0.11960898795659129,0.08043926252035213
default_smoothing,26500.0,6.367,0.3110975731181457,0.11601008576843652,0.37290578838549576
default_smoothing,26600.0,6.368,0.5983231317607569,0.10101935458118905,0.16883745457727387
default_smoothing,26700.0,6.366,0.5203390144895922,0.17222491109012075,0.3309859654845574
default_smoothing,26800.0,6.37,0.8599418817571336,0.11831513005528921,0.13758503052966084
default_smoothing,26900.0,6.369,1.0218194801431415,0.15221642486932874,0.14896606281963376
zero_smoothing,0.0,45.041,1.181323757072971,0.7074048438975309,0.5988238530394967
zero_smoothing,100.0,22.394,0.0013502122055440025,0.00039758758783442927,0.2944630378853971
zero_smoothing,200.0,6.234,0.0008137072815208182,0.00037350708159283945,0.45901897411407583
zero_smoothing,300.0,6.241,0.0020187741329826875,0.0004441367357019683,0.2200031833406581
zero_smoothing,400.0,6.236,0.0009952232161681116,0.0005106028299960743,0.5130535760229131
zero_smoothing,500.0,6.237,0.003459262060035348,0.0010827530466362124,0.31300116263095384
zero_smoothing,600.0,6.242,0.0018116028814284878,0.0006736039266512629,0.3718275862534022
zero_smoothing,700.0,6.237,0.0010011583291368053,0.0004762329681993887,0.47568197191147066
zero_smoothing,800.0,6.235,0.0010145590175046496,0.0004300267433544105,0.42385581906519276
zero_smoothing,900.0,6.237,0.006455238183057229,0.003074672301237971,0.4763065612835052
zero_smoothing,1000.0,6.237,0.005724604789852309,0.002663445955899988,0.46526285283856306
zero_smoothing,1100.0,6.239,0.005088899684607666,0.0022789450563802543,0.4478266811337139
zero_smoothing,1200.0,6.24,0.013202723203945464,0.007069929035004523,0.5354902110567435
zero_smoothing,1300.0,6.241,0.028451851679635896,0.013144650844130475,0.46199632249378747
zero_smoothing,1400.0,6.242,0.00851141586341544,0.0030927931776955275,0.36336999946028475
zero_smoothing,1500.0,6.247,0.01933677584293721,0.008194051012777502,0.42375477066774775
zero_smoothing,1600.0,6.248,0.02399858537497575,0.008960518726055987,0.37337695476832
zero_smoothing,1700.0,6.247,0.02028828479689695,0.008101960315874178,0.39934180720458706
zero_smoothing,1800.0,6.247,0.028064671742245622,0.008027702161889166,0.28604297372932047
zero_smoothing,1900.0,6.248,0.018456324119390622,0.005752849175843219,0.3117007015388914
zero_smoothing,2000.0,6.248,0.019751248061831435,0.004515170557132919,0.2286017847073837
zero_smoothing,2100.0,6.248,0.016575282803017267,0.004548435472775227,0.27441073113680187
zero_smoothing,2200.0,6.248,0.02496276827597452,0.005282336278579772,0.21160859325300754
zero_smoothing,2300.0,6.248,0.02384632885791857,0.0054699828893699474,0.22938469573078746
zero_smoothing,2400.0,6.248,0.02165541271830209,0.0046875158013707004,0.21645931492264023
zero_smoothing,2500.0,6.25,0.01790170103649371,0.005966203953101167,0.333275812222464
zero_smoothing,2600.0,6.249,0.04698710993453417,0.012082166258167448,0.2571378889870263
zero_smoothing,2700.0,6.248,0.03236386565291606,0.008141895532515753,0.2515736414133257
zero_smoothing,2800.0,6.247,0.04596947356670511,0.011509005931982137,0.25036192583936634
zero_smoothing,2900.0,6.24,0.03569612864163284,0.011828851712655797,0.331376319023561
zero_smoothing,3000.0,6.231,0.038166646433764655,0.011924026721288408,0.3124200797149328
zero_smoothing,3100.0,6.246,0.018012329110917335,0.005094393888383583,0.2828281593686767
zero_smoothing,3200.0,6.253,0.048157942231785614,0.015076075757636666,0.3130548162767226
zero_smoothing,3300.0,6.25,0.06261924624266887,0.019206698524473174,0.30672196931341683
zero_smoothing,3400.0,6.249,0.04269508168395981,0.01374181660807624,0.32185947575406393
zero_smoothing,3500.0,6.25,0.04610375689680831,0.017882668374993704,0.3878787669087265
zero_smoothing,3600.0,6.25,0.03388959869930595,0.011862141122074042,0.3500230624541734
zero_smoothing,3700.0,6.249,0.0337035324558124,0.009083445841749704,0.26951020204362
zero_smoothing,3800.0,6.25,0.07510832177595236,0.022153438497217535,0.2949531819297081
zero_smoothing,3900.0,6.25,0.048481027216840195,0.010229705071017444,0.21100429710911922
zero_smoothing,4000.0,6.246,0.0978813056717165,0.015700530692460683,0.1604037725561058
zero_smoothing,4100.0,6.248,0.033174551993960674,0.01070134727218961,0.3225769943822529
zero_smoothing,4200.0,6.249,0.0628780565857438,0.020483176761674445,0.32576033474798183
zero_smoothing,4300.0,6.248,0.050709762373728394,0.013835193039491715,0.27283095782478806
zero_smoothing,4400.0,6.249,0.08419097338788761,0.02696282071835215,0.32025785702854503
zero_smoothing,4500.0,6.248,0.051814886856964185,0.013203852468124597,0.25482739168328283
zero_smoothing,4600.0,6.249,0.05963539217612306,0.018672491114203268,0.31311089661416525
zero_smoothing,4700.0,6.249,0.07233180489936636,0.021644246546368855,0.2992355379004024
zero_smoothing,4800.0,6.249,0.12078257324630899,0.047571422495548736,0.3938599850703419
zero_smoothing,4900.0,6.249,0.036855990015192915,0.010569559917044797,0.2867799755938661
zero_smoothing,5000.0,6.248,0.03658382839452427,0.011018329692380783,0.30118033502557007
zero_smoothing,5100.0,6.249,0.05202086120009933,0.018353985868197677,0.35281972356433483
zero_smoothing,5200.0,6.249,0.05681918690020124,0.024504419259390745,0.43127015003630675
zero_smoothing,5300.0,6.249,0.15284966470359038,0.037089956476652815,0.2426564464408772
zero_smoothing,5400.0,6.248,0.08940352342050062,0.0221897226438277,0.24819740648766758
zero_smoothing,5500.0,6.249,0.09037449861548333,0.022008570408138736,0.2435263348102065
