step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.236798,0.000000,22.9038,2.000000e-04,909,9.835642
100,0.233583,0.001296,3.3944,2.000000e-04,,
200,0.232860,0.001017,2.9506,2.000000e-04,,
300,0.231929,0.001042,2.9450,2.000000e-04,,
400,0.230786,0.000829,2.9475,2.000000e-04,,
500,0.230519,0.000835,2.9490,2.000000e-04,,
600,0.230060,0.000883,2.9257,2.000000e-04,,
700,0.229568,0.000793,2.9196,2.000000e-04,,
800,0.228663,0.000837,2.9264,2.000000e-04,,
900,0.228249,0.000955,2.9187,2.000000e-04,,
1000,0.226939,0.001816,2.9066,2.000000e-04,,
1100,0.220574,0.002936,2.9030,2.000000e-04,,
1200,0.215667,0.001750,2.9137,2.000000e-04,,
1300,0.210994,0.002212,2.9107,2.000000e-04,,
1400,0.204077,0.003842,2.9104,2.000000e-04,,
1500,0.187682,0.005648,2.9116,2.000000e-04,,
1600,0.175736,0.003234,2.9096,2.000000e-04,,
1700,0.169076,0.004074,2.9191,2.000000e-04,,
1800,0.160355,0.003549,2.9101,2.000000e-04,,
1900,0.154616,0.003471,2.9397,2.000000e-04,,
2000,0.155555,0.007207,2.9670,2.000000e-04,447,2.501069
2100,0.154072,0.017693,2.9272,2.000000e-04,,
2200,0.142902,0.007076,2.9292,2.000000e-04,,
2300,0.139699,0.004843,2.9304,2.000000e-04,,
2400,0.139194,0.005256,2.9284,2.000000e-04,,
2500,0.132075,0.003126,2.9302,2.000000e-04,,
2600,0.128902,0.003335,2.9090,2.000000e-04,,
2700,0.130179,0.006425,2.9076,2.000000e-04,,
2800,0.127235,0.006191,2.9182,2.000000e-04,,
2900,0.118710,0.002849,2.9197,2.000000e-04,,
3000,0.119545,0.004105,2.9095,2.000000e-04,,
3100,0.117965,0.003506,2.8991,2.000000e-04,,
3200,0.114540,0.003158,2.9054,2.000000e-04,,
3300,0.112157,0.003139,2.9037,2.000000e-04,,
3400,0.109698,0.003370,2.9087,2.000000e-04,,
3500,0.107908,0.003233,2.9066,2.000000e-04,,
3600,0.108957,0.006033,2.9105,2.000000e-04,,
3700,0.104107,0.003451,2.9082,2.000000e-04,,
3800,0.098842,0.002923,2.9047,2.000000e-04,,
3900,0.107290,0.009129,2.9061,2.000000e-04,,
4000,0.102304,0.008117,2.9061,2.000000e-04,312,0.166323
4100,0.096279,0.004100,2.8981,2.000000e-04,,
4200,0.095852,0.003982,2.9098,2.000000e-04,,
4300,0.092884,0.003413,2.9072,2.000000e-04,,
4400,0.093753,0.005710,2.9074,2.000000e-04,,
4500,0.091787,0.003852,2.9077,2.000000e-04,,
4600,0.090549,0.012034,2.9105,2.000000e-04,,
4700,0.098961,0.010606,2.9136,2.000000e-04,,
4800,0.088546,0.004833,2.9101,2.000000e-04,,
4900,0.084071,0.002938,2.9097,2.000000e-04,,
5000,0.085429,0.005037,2.9115,2.000000e-04,,
5100,0.088903,0.007477,2.8986,2.000000e-04,,
5200,0.085918,0.006607,2.9095,2.000000e-04,,
5300,0.082396,0.005247,2.9091,2.000000e-04,,
5400,0.082641,0.005464,2.9068,2.000000e-04,,
5500,0.079886,0.003289,2.9062,2.000000e-04,,
5600,0.082497,0.005176,2.9060,2.000000e-04,,
5700,0.080557,0.004214,2.9070,2.000000e-04,,
5800,0.077949,0.003839,2.9101,2.000000e-04,,
5900,0.075519,0.002674,2.9114,2.000000e-04,,
6000,0.076325,0.003410,2.9091,2.000000e-04,1338,0.282682
6100,0.080945,0.007485,2.8993,2.000000e-04,,
6200,0.073155,0.002308,2.9079,2.000000e-04,,
6300,0.073978,0.002631,2.9073,2.000000e-04,,
6400,0.073567,0.003970,2.9094,2.000000e-04,,
6500,0.079923,0.008216,2.9112,2.000000e-04,,
6600,0.081262,0.010460,2.9073,2.000000e-04,,
6700,0.078785,0.009362,2.9105,2.000000e-04,,
6800,0.070350,0.002413,2.9083,2.000000e-04,,
6900,0.072830,0.005553,2.9085,2.000000e-04,,
7000,0.074949,0.005189,2.9095,2.000000e-04,,
7100,0.073851,0.004993,2.9003,2.000000e-04,,
7200,0.071689,0.003659,2.9082,2.000000e-04,,
7300,0.073799,0.006164,2.9093,2.000000e-04,,
7400,0.070740,0.003155,2.9068,1.000000e-04,,
7500,0.067974,0.002296,2.9069,1.000000e-04,,
7600,0.068403,0.002543,2.9097,1.000000e-04,,
7700,0.068351,0.002893,2.9118,1.000000e-04,,
7800,0.066821,0.002381,2.9088,1.000000e-04,,
7900,0.066906,0.002330,2.9092,1.000000e-04,,
8000,0.066686,0.002977,2.9086,1.000000e-04,1053,0.409666
8100,0.066313,0.002636,2.9010,1.000000e-04,,
8200,0.067284,0.003492,2.9124,1.000000e-04,,
8300,0.067370,0.002897,2.9096,1.000000e-04,,
8400,0.066450,0.002921,2.9080,1.000000e-04,,
8500,0.065462,0.002159,2.9072,1.000000e-04,,
8600,0.065759,0.002438,2.9060,1.000000e-04,,
8700,0.065949,0.002762,2.9092,1.000000e-04,,
8800,0.068016,0.004957,2.9114,1.000000e-04,,
8900,0.070152,0.006126,2.9089,1.000000e-04,,
9000,0.065361,0.002365,2.9075,1.000000e-04,,
9100,0.064052,0.002260,2.8995,1.000000e-04,,
9200,0.064889,0.002398,2.9090,1.000000e-04,,
9300,0.065245,0.002422,2.9122,1.000000e-04,,
9400,0.063983,0.002371,2.9131,1.000000e-04,,
9500,0.064400,0.002546,2.9132,1.000000e-04,,
9600,0.065032,0.003188,2.9118,1.000000e-04,,
9700,0.065821,0.003439,2.9124,5.000000e-05,,
9800,0.063360,0.002400,2.9144,5.000000e-05,,
9900,0.062774,0.002147,2.9117,5.000000e-05,,
10000,0.062431,0.002162,2.9115,5.000000e-05,630,0.535305
10100,0.062670,0.002045,2.8984,5.000000e-05,,
10200,0.062491,0.002177,2.9067,5.000000e-05,,
10300,0.063126,0.002728,2.9067,5.000000e-05,,
10400,0.062279,0.002032,2.9076,5.000000e-05,,
10500,0.062143,0.002234,2.9106,5.000000e-05,,
10600,0.062232,0.002333,2.9077,2.500000e-05,,
