step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.251440,0.000000,45.3633,2.000000e-04,864,22.729069
100,0.245012,0.005002,19.2847,2.000000e-04,,
200,0.242619,0.001840,1.6657,2.000000e-04,,
300,0.242504,0.004324,1.6531,2.000000e-04,,
400,0.238903,0.001970,1.3914,2.000000e-04,,
500,0.237392,0.001913,1.5710,2.000000e-04,,
600,0.236605,0.001900,1.6926,2.000000e-04,,
700,0.235803,0.001898,1.6352,2.000000e-04,,
800,0.234308,0.001831,1.6445,2.000000e-04,,
900,0.233042,0.001922,1.6711,2.000000e-04,,
1000,0.231038,0.002028,1.6447,2.000000e-04,,
1100,0.230091,0.002114,1.6005,2.000000e-04,,
1200,0.226799,0.002069,1.6828,2.000000e-04,,
1300,0.223421,0.001869,1.3111,2.000000e-04,,
1400,0.220128,0.002572,1.8553,2.000000e-04,,
1500,0.217005,0.002726,1.3146,2.000000e-04,,
1600,0.214548,0.002727,1.5959,2.000000e-04,,
1700,0.207322,0.003394,1.3524,2.000000e-04,,
1800,0.203180,0.003501,1.6236,2.000000e-04,,
1900,0.196129,0.003818,1.3525,2.000000e-04,,
2000,0.190855,0.003998,1.6355,2.000000e-04,273,6.504189
2100,0.183887,0.003732,1.6326,2.000000e-04,,
2200,0.174204,0.005183,1.6164,2.000000e-04,,
2300,0.162586,0.006104,1.6458,2.000000e-04,,
2400,0.151557,0.006365,1.6198,2.000000e-04,,
2500,0.138332,0.008520,1.6168,2.000000e-04,,
2600,0.132960,0.008932,1.6255,2.000000e-04,,
2700,0.123982,0.006448,1.5736,2.000000e-04,,
2800,0.116928,0.006660,1.6693,2.000000e-04,,
2900,0.114549,0.006796,1.4352,2.000000e-04,,
3000,0.105173,0.004446,1.8793,2.000000e-04,,
3100,0.103326,0.008043,1.8694,2.000000e-04,,
3200,0.101419,0.006845,1.8400,2.000000e-04,,
3300,0.097864,0.007167,1.8765,2.000000e-04,,
3400,0.092359,0.005421,1.8987,2.000000e-04,,
3500,0.092508,0.006056,2.1239,2.000000e-04,,
3600,0.090636,0.006663,1.8013,2.000000e-04,,
3700,0.085672,0.005606,1.5757,2.000000e-04,,
3800,0.086346,0.006205,1.8769,2.000000e-04,,
3900,0.080980,0.006991,1.8624,2.000000e-04,,
4000,0.083219,0.008016,1.7888,2.000000e-04,183,1.447367
4100,0.077455,0.006636,1.8941,2.000000e-04,,
4200,0.071973,0.004234,1.5935,2.000000e-04,,
4300,0.070289,0.004709,1.5968,2.000000e-04,,
4400,0.074340,0.005878,2.1086,2.000000e-04,,
4500,0.072109,0.006289,1.5703,2.000000e-04,,
4600,0.070941,0.006541,1.5964,2.000000e-04,,
4700,0.066934,0.005750,1.5904,2.000000e-04,,
4800,0.066570,0.007562,1.5983,2.000000e-04,,
4900,0.066223,0.005454,1.9280,2.000000e-04,,
5000,0.066168,0.008908,1.8861,2.000000e-04,,
5100,0.064597,0.005528,1.7886,2.000000e-04,,
5200,0.062582,0.005938,1.8017,2.000000e-04,,
5300,0.061993,0.005945,2.0213,2.000000e-04,,
5400,0.063802,0.008346,1.9251,2.000000e-04,,
5500,0.060537,0.006052,1.8866,2.000000e-04,,
5600,0.056559,0.006371,1.8406,2.000000e-04,,
