step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.346348,0.000000,44.2083,2.000000e-04,5000,4919.940430
100,0.917019,0.016721,22.1957,2.000000e-04,,
200,0.912563,0.002305,4.7892,2.000000e-04,,
300,0.912343,0.002405,4.9444,2.000000e-04,,
400,0.912592,0.002491,5.0915,2.000000e-04,,
500,0.912868,0.002101,4.9680,2.000000e-04,,
600,0.912297,0.002320,4.9233,2.000000e-04,,
700,0.912392,0.002221,5.0965,2.000000e-04,,
800,0.912461,0.002317,4.9563,2.000000e-04,,
900,0.912037,0.002204,4.8803,1.000000e-04,,
1000,0.912011,0.002449,4.8651,1.000000e-04,,
1100,0.912430,0.002210,4.8735,1.000000e-04,,
1200,0.911611,0.002361,4.9922,1.000000e-04,,
1300,0.911180,0.001996,4.9309,1.000000e-04,,
1400,0.908128,0.004723,4.9895,1.000000e-04,,
1500,0.862229,0.017670,4.8671,1.000000e-04,,
1600,0.846166,0.003502,4.9080,1.000000e-04,,
1700,0.839356,0.003449,5.0496,1.000000e-04,,
1800,0.824206,0.010246,4.8120,1.000000e-04,,
1900,0.805561,0.003871,4.9688,1.000000e-04,,
2000,0.801114,0.003577,4.8212,1.000000e-04,5000,441171410944.000000
2100,0.798111,0.003729,4.9798,1.000000e-04,,
2200,0.794864,0.003291,4.8336,1.000000e-04,,
2300,0.794271,0.003317,5.0389,1.000000e-04,,
2400,0.790721,0.003129,4.9460,1.000000e-04,,
2500,0.789241,0.002932,5.0091,1.000000e-04,,
2600,0.781032,0.008228,4.9180,1.000000e-04,,
2700,0.754601,0.009733,4.8379,1.000000e-04,,
2800,0.742415,0.004129,4.7980,1.000000e-04,,
2900,0.737580,0.004039,4.8346,1.000000e-04,,
3000,0.730551,0.006243,5.1330,1.000000e-04,,
3100,0.715630,0.005305,4.8137,1.000000e-04,,
3200,0.699534,0.005447,5.0079,1.000000e-04,,
3300,0.686183,0.006595,4.9345,1.000000e-04,,
3400,0.669073,0.005374,5.0189,1.000000e-04,,
3500,0.665276,0.005437,4.7696,1.000000e-04,,
3600,0.660648,0.005062,5.1551,1.000000e-04,,
3700,0.651520,0.006756,4.7963,1.000000e-04,,
3800,0.639844,0.005921,4.8982,1.000000e-04,,
3900,0.627790,0.009969,4.9628,1.000000e-04,,
