step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.237853,0.000000,42.5504,2.000000e-04,1347,17.091301
100,0.234192,0.002919,16.0811,2.000000e-04,,
200,0.232912,0.001096,2.6649,2.000000e-04,,
300,0.233132,0.001111,2.7769,2.000000e-04,,
400,0.232442,0.001047,2.8194,2.000000e-04,,
500,0.230424,0.000995,2.6117,2.000000e-04,,
600,0.229795,0.001045,2.6059,2.000000e-04,,
700,0.228667,0.000962,2.3873,2.000000e-04,,
800,0.227678,0.001086,2.3994,2.000000e-04,,
900,0.226656,0.001178,2.6186,2.000000e-04,,
1000,0.225695,0.001230,2.4043,2.000000e-04,,
1100,0.224877,0.001150,2.3931,2.000000e-04,,
1200,0.223922,0.001140,2.6289,2.000000e-04,,
1300,0.223124,0.001176,2.5779,2.000000e-04,,
1400,0.222162,0.001285,2.6860,2.000000e-04,,
1500,0.221176,0.001529,2.3985,2.000000e-04,,
1600,0.219974,0.001416,2.6883,2.000000e-04,,
1700,0.219352,0.001585,2.6299,2.000000e-04,,
1800,0.217229,0.001696,2.6737,2.000000e-04,,
1900,0.212212,0.002691,2.9003,2.000000e-04,,
2000,0.203709,0.004186,2.6302,2.000000e-04,564,8.602962
2100,0.198493,0.003298,2.6065,2.000000e-04,,
2200,0.191444,0.003330,2.8400,2.000000e-04,,
2300,0.188175,0.003401,2.5467,2.000000e-04,,
2400,0.183015,0.003521,2.6934,2.000000e-04,,
2500,0.176915,0.004009,2.8859,2.000000e-04,,
2600,0.164851,0.005643,2.8257,2.000000e-04,,
2700,0.151436,0.004781,2.3973,2.000000e-04,,
2800,0.146881,0.005300,2.7995,2.000000e-04,,
2900,0.138703,0.005488,2.7216,2.000000e-04,,
3000,0.129821,0.004010,2.6433,2.000000e-04,,
3100,0.129975,0.005979,2.6777,2.000000e-04,,
3200,0.124005,0.005116,2.6228,2.000000e-04,,
3300,0.123133,0.015559,2.6926,2.000000e-04,,
3400,0.130637,0.008647,2.7144,2.000000e-04,,
3500,0.127908,0.004399,2.8230,2.000000e-04,,
3600,0.124278,0.003172,2.6232,2.000000e-04,,
3700,0.122232,0.003074,2.5801,2.000000e-04,,
3800,0.123037,0.006905,2.8313,2.000000e-04,,
3900,0.119194,0.005995,2.7742,2.000000e-04,,
4000,0.123754,0.005409,2.6941,2.000000e-04,474,0.846307
4100,0.117399,0.004758,2.5694,2.000000e-04,,
4200,0.115314,0.004154,2.7240,2.000000e-04,,
4300,0.114209,0.004313,2.8337,2.000000e-04,,
4400,0.110713,0.003208,2.6290,2.000000e-04,,
4500,0.109388,0.004002,2.6999,2.000000e-04,,
4600,0.104568,0.002340,2.6547,2.000000e-04,,
4700,0.113265,0.006527,2.7757,2.000000e-04,,
4800,0.105471,0.005913,2.6131,2.000000e-04,,
4900,0.104485,0.005357,2.8038,2.000000e-04,,
5000,0.100259,0.004479,2.7496,2.000000e-04,,
5100,0.102332,0.009931,2.6396,2.000000e-04,,
5200,0.100386,0.006444,2.4011,2.000000e-04,,
5300,0.095855,0.004130,2.8374,2.000000e-04,,
5400,0.094360,0.005802,2.8080,2.000000e-04,,
5500,0.094439,0.007222,2.4059,2.000000e-04,,
5600,0.089960,0.005047,2.6443,2.000000e-04,,
5700,0.090416,0.004972,2.8968,2.000000e-04,,
5800,0.089050,0.003859,2.8073,2.000000e-04,,
5900,0.089890,0.004908,2.6009,2.000000e-04,,
6000,0.083497,0.003446,2.7939,2.000000e-04,279,0.220628
6100,0.087710,0.004330,2.7718,2.000000e-04,,
6200,0.086719,0.004220,2.6226,2.000000e-04,,
6300,0.087186,0.007255,2.6317,2.000000e-04,,
6400,0.080100,0.003200,2.6431,2.000000e-04,,
6500,0.076031,0.002619,2.8387,2.000000e-04,,
6600,0.087269,0.008333,2.6304,2.000000e-04,,
6700,0.082989,0.004735,2.5343,2.000000e-04,,
6800,0.080650,0.004002,2.8394,2.000000e-04,,
6900,0.075691,0.003559,2.6228,2.000000e-04,,
7000,0.078994,0.008359,2.4052,2.000000e-04,,
7100,0.080725,0.006143,2.8364,1.000000e-04,,
7200,0.072215,0.003806,2.7923,1.000000e-04,,
7300,0.071213,0.002908,2.7682,1.000000e-04,,
7400,0.069699,0.003115,2.5852,1.000000e-04,,
7500,0.070276,0.003416,2.6743,1.000000e-04,,
7600,0.068146,0.002588,2.6708,1.000000e-04,,
7700,0.068399,0.003320,2.7678,1.000000e-04,,
7800,0.068274,0.003114,2.5266,1.000000e-04,,
7900,0.068544,0.004030,2.5660,1.000000e-04,,
8000,0.067594,0.003142,2.4064,1.000000e-04,222,0.456670
8100,0.068972,0.004634,2.9226,1.000000e-04,,
8200,0.067817,0.003136,2.7841,1.000000e-04,,
8300,0.066966,0.003637,2.4058,1.000000e-04,,
8400,0.064782,0.002433,2.8835,1.000000e-04,,
8500,0.064504,0.002860,2.6017,1.000000e-04,,
8600,0.064927,0.004246,2.6745,1.000000e-04,,
8700,0.064923,0.003411,2.6144,1.000000e-04,,
8800,0.064361,0.002933,2.5727,1.000000e-04,,
8900,0.065632,0.003579,2.6751,1.000000e-04,,
9000,0.063647,0.003196,2.5642,1.000000e-04,,
9100,0.062567,0.003403,2.6977,1.000000e-04,,
9200,0.062283,0.003395,2.5789,1.000000e-04,,
9300,0.063979,0.003946,2.4061,1.000000e-04,,
9400,0.062668,0.002719,2.4058,1.000000e-04,,
9500,0.062806,0.003198,2.7134,1.000000e-04,,
9600,0.062533,0.003341,2.7209,1.000000e-04,,
9700,0.061916,0.003372,2.4031,1.000000e-04,,
9800,0.060222,0.003073,2.6736,1.000000e-04,,
9900,0.062505,0.003546,2.4158,1.000000e-04,,
10000,0.061048,0.003158,2.7793,1.000000e-04,216,0.586300
10100,0.060225,0.002724,2.5726,1.000000e-04,,
10200,0.063494,0.004387,2.7864,1.000000e-04,,
10300,0.060888,0.003764,2.5654,1.000000e-04,,
10400,0.060024,0.003214,2.7688,5.000000e-05,,
10500,0.058018,0.002631,2.6709,5.000000e-05,,
10600,0.057726,0.002858,2.6374,5.000000e-05,,
10700,0.057743,0.002886,2.4059,5.000000e-05,,
