step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.250170,0.000000,35.4341,2.000000e-04,660,10.986612
100,0.243261,0.002339,12.7799,2.000000e-04,,
200,0.242557,0.001778,1.2228,2.000000e-04,,
300,0.240847,0.002204,1.2108,2.000000e-04,,
400,0.238225,0.001707,1.2230,2.000000e-04,,
500,0.237508,0.001860,1.2172,2.000000e-04,,
600,0.236429,0.001620,1.2101,2.000000e-04,,
700,0.235309,0.002006,1.2033,2.000000e-04,,
800,0.233900,0.001796,1.1950,2.000000e-04,,
900,0.232627,0.001674,1.2134,2.000000e-04,,
1000,0.232181,0.001690,1.2177,2.000000e-04,,
1100,0.231128,0.001585,1.2232,2.000000e-04,,
1200,0.229871,0.001630,1.2129,2.000000e-04,,
1300,0.229138,0.001796,1.2061,2.000000e-04,,
1400,0.227866,0.002004,1.2053,2.000000e-04,,
1500,0.225191,0.002329,1.1944,2.000000e-04,,
1600,0.217191,0.003237,1.2169,2.000000e-04,,
1700,0.209628,0.004189,1.1820,2.000000e-04,,
1800,0.205430,0.004401,1.2181,2.000000e-04,,
1900,0.200600,0.003279,1.2093,2.000000e-04,,
2000,0.194473,0.002991,1.2066,2.000000e-04,384,6.351368
2100,0.189562,0.004149,1.1942,2.000000e-04,,
2200,0.177406,0.007132,1.2036,2.000000e-04,,
2300,0.162815,0.005645,1.2037,2.000000e-04,,
2400,0.153453,0.006456,1.2106,2.000000e-04,,
2500,0.145561,0.007533,1.2088,2.000000e-04,,
2600,0.142484,0.016374,1.2111,2.000000e-04,,
2700,0.137777,0.008074,1.1917,2.000000e-04,,
2800,0.124843,0.005388,1.2016,2.000000e-04,,
2900,0.127533,0.013128,1.2243,2.000000e-04,,
3000,0.121875,0.013116,1.2240,2.000000e-04,,
3100,0.125160,0.006259,1.1785,2.000000e-04,,
3200,0.114503,0.007140,1.1881,2.000000e-04,,
3300,0.110857,0.006620,1.1914,2.000000e-04,,
3400,0.103795,0.006217,1.1900,2.000000e-04,,
