step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.242397,0.000000,24.7298,2.000000e-04,648,9.454906
100,0.237649,0.001701,9.0886,2.000000e-04,,
200,0.237211,0.001403,0.9820,2.000000e-04,,
300,0.236732,0.001511,1.0011,2.000000e-04,,
400,0.235555,0.001642,0.9912,2.000000e-04,,
500,0.234000,0.001083,0.9861,2.000000e-04,,
600,0.233329,0.001138,0.9877,2.000000e-04,,
700,0.233885,0.001356,0.9878,2.000000e-04,,
800,0.232148,0.001940,1.0080,2.000000e-04,,
900,0.230996,0.001270,1.0174,2.000000e-04,,
1000,0.230630,0.002210,1.0018,2.000000e-04,,
1100,0.230404,0.001900,0.9884,2.000000e-04,,
1200,0.228803,0.001354,0.9946,2.000000e-04,,
1300,0.228575,0.001384,0.9959,2.000000e-04,,
1400,0.228103,0.001419,0.9891,2.000000e-04,,
1500,0.227386,0.001377,0.9890,2.000000e-04,,
1600,0.226239,0.001387,0.9977,2.000000e-04,,
1700,0.225873,0.001399,0.9844,2.000000e-04,,
1800,0.225289,0.001253,0.9903,2.000000e-04,,
1900,0.224958,0.001316,0.9889,2.000000e-04,,
2000,0.224426,0.001445,0.9923,2.000000e-04,477,9.003494
2100,0.223475,0.001370,0.9887,2.000000e-04,,
2200,0.222669,0.001578,0.9778,2.000000e-04,,
2300,0.221357,0.001730,0.9740,2.000000e-04,,
2400,0.221700,0.001881,0.9761,2.000000e-04,,
2500,0.219655,0.001473,0.9789,2.000000e-04,,
2600,0.221154,0.002429,0.9831,2.000000e-04,,
2700,0.219899,0.001924,0.9956,2.000000e-04,,
2800,0.218680,0.001986,0.9870,2.000000e-04,,
2900,0.218277,0.002089,0.9819,2.000000e-04,,
3000,0.217737,0.001865,0.9865,2.000000e-04,,
3100,0.217440,0.001720,1.0268,2.000000e-04,,
3200,0.217801,0.002066,1.1021,2.000000e-04,,
3300,0.217281,0.001924,1.0549,2.000000e-04,,
3400,0.219381,0.002660,1.0736,2.000000e-04,,
3500,0.216271,0.001956,1.0436,2.000000e-04,,
3600,0.216058,0.001630,1.0256,2.000000e-04,,
3700,0.215651,0.001530,1.0362,2.000000e-04,,
3800,0.215506,0.002043,1.0100,2.000000e-04,,
3900,0.214462,0.001780,0.9712,2.000000e-04,,
4000,0.215751,0.002395,0.9791,2.000000e-04,429,8.561768
4100,0.214144,0.001877,0.9811,2.000000e-04,,
4200,0.213701,0.001775,0.9750,2.000000e-04,,
4300,0.213510,0.001715,0.9735,2.000000e-04,,
4400,0.212582,0.001511,0.9773,2.000000e-04,,
4500,0.212229,0.001608,0.9743,2.000000e-04,,
4600,0.211828,0.001764,0.9729,2.000000e-04,,
4700,0.211566,0.001757,0.9784,2.000000e-04,,
4800,0.210572,0.001526,0.9734,2.000000e-04,,
4900,0.210163,0.001643,0.9730,2.000000e-04,,
5000,0.210165,0.001582,0.9765,2.000000e-04,,
5100,0.209289,0.001783,0.9810,2.000000e-04,,
5200,0.208898,0.001664,0.9872,2.000000e-04,,
5300,0.208600,0.001643,0.9823,2.000000e-04,,
5400,0.208473,0.001603,0.9835,2.000000e-04,,
5500,0.207507,0.001633,0.9862,2.000000e-04,,
5600,0.207850,0.001870,0.9877,2.000000e-04,,
5700,0.207044,0.001834,0.9830,2.000000e-04,,
5800,0.207155,0.001862,1.0192,2.000000e-04,,
5900,0.206449,0.001932,1.0042,2.000000e-04,,
6000,0.206511,0.001910,0.9876,2.000000e-04,438,7.044744
6100,0.206236,0.001753,0.9882,2.000000e-04,,
6200,0.206643,0.002249,0.9814,2.000000e-04,,
6300,0.205371,0.001727,0.9760,2.000000e-04,,
6400,0.205199,0.001786,0.9776,2.000000e-04,,
6500,0.204971,0.001749,0.9718,2.000000e-04,,
6600,0.205074,0.001868,0.9725,2.000000e-04,,
6700,0.204552,0.001798,0.9680,2.000000e-04,,
6800,0.203906,0.001882,0.9886,2.000000e-04,,
6900,0.203533,0.001979,0.9842,2.000000e-04,,
7000,0.203506,0.001908,0.9788,2.000000e-04,,
7100,0.203634,0.002043,0.9889,2.000000e-04,,
7200,0.202854,0.001806,0.9738,2.000000e-04,,
7300,0.202404,0.002060,0.9678,2.000000e-04,,
7400,0.202019,0.001960,0.9747,2.000000e-04,,
7500,0.202227,0.001977,0.9702,2.000000e-04,,
7600,0.201985,0.001967,0.9732,2.000000e-04,,
7700,0.201078,0.001871,0.9781,2.000000e-04,,
7800,0.201254,0.002017,0.9834,2.000000e-04,,
7900,0.201676,0.002057,0.9784,2.000000e-04,,
8000,0.200357,0.001954,0.9741,2.000000e-04,438,7.275316
8100,0.200813,0.002037,0.9694,2.000000e-04,,
8200,0.201259,0.002094,0.9774,2.000000e-04,,
8300,0.200531,0.001905,0.9797,1.000000e-04,,
8400,0.199365,0.002000,0.9845,1.000000e-04,,
8500,0.198401,0.001889,0.9760,1.000000e-04,,
8600,0.198675,0.002024,0.9833,1.000000e-04,,
8700,0.198519,0.001856,0.9820,1.000000e-04,,
8800,0.198140,0.001693,0.9751,1.000000e-04,,
8900,0.198358,0.001948,0.9717,1.000000e-04,,
9000,0.198127,0.001967,0.9720,1.000000e-04,,
9100,0.197751,0.002072,0.9724,1.000000e-04,,
9200,0.198151,0.001747,0.9865,1.000000e-04,,
9300,0.197878,0.002147,1.0075,1.000000e-04,,
9400,0.198591,0.001737,0.9965,5.000000e-05,,
9500,0.196837,0.001790,1.0057,5.000000e-05,,
9600,0.197036,0.002117,0.9833,5.000000e-05,,
9700,0.196659,0.002073,0.9865,5.000000e-05,,
9800,0.196568,0.002088,0.9959,5.000000e-05,,
9900,0.196710,0.001905,1.0294,5.000000e-05,,
10000,0.196740,0.002178,0.9875,5.000000e-05,408,4.837794
10100,0.196315,0.001834,1.0023,2.500000e-05,,
10200,0.196470,0.002157,1.0162,2.500000e-05,,
10300,0.196350,0.002108,1.0105,2.500000e-05,,
10400,0.195932,0.001895,1.0088,2.500000e-05,,
10500,0.196104,0.001930,1.0044,2.500000e-05,,
10600,0.195758,0.001975,1.0159,2.500000e-05,,
10700,0.195948,0.001959,1.0099,2.500000e-05,,
10800,0.195598,0.002169,1.0054,2.500000e-05,,
10900,0.195607,0.001969,1.0157,2.500000e-05,,
11000,0.195511,0.002040,1.0133,2.500000e-05,,
11100,0.195753,0.002009,1.0045,2.500000e-05,,
11200,0.195567,0.001925,1.0037,1.250000e-05,,
11300,0.195206,0.001986,0.9913,1.250000e-05,,
11400,0.195193,0.001849,0.9888,1.250000e-05,,
11500,0.195434,0.001929,1.0043,1.250000e-05,,
11600,0.194993,0.002060,0.9964,1.250000e-05,,
11700,0.195373,0.001847,1.0059,1.250000e-05,,
11800,0.195447,0.001997,1.0074,1.250000e-05,,
11900,0.195283,0.001982,0.9922,6.250000e-06,,
12000,0.194862,0.001932,0.9998,6.250000e-06,408,3.761421
12100,0.195356,0.001750,0.9925,6.250000e-06,,
12200,0.195081,0.002120,1.0020,6.250000e-06,,
12300,0.195182,0.002006,1.0067,6.250000e-06,,
12400,0.195014,0.002077,1.0071,6.250000e-06,,
