step,loss_avg,loss_std,elapsed_s,lr,pcg_iters,sai_loss
0,0.249996,0.000000,34.9071,2.000000e-04,630,13.405431
100,0.244198,0.002338,18.3280,2.000000e-04,,
200,0.242813,0.001963,1.4507,2.000000e-04,,
300,0.242552,0.001932,1.6540,2.000000e-04,,
400,0.240037,0.002089,1.3115,2.000000e-04,,
500,0.238200,0.001907,1.5998,2.000000e-04,,
600,0.237567,0.001773,1.2757,2.000000e-04,,
700,0.235647,0.001550,1.5533,2.000000e-04,,
800,0.235349,0.001817,1.2246,2.000000e-04,,
900,0.234496,0.001756,1.2511,2.000000e-04,,
1000,0.234168,0.001961,1.5442,2.000000e-04,,
1100,0.233143,0.001655,1.2351,2.000000e-04,,
1200,0.232088,0.001725,1.5144,2.000000e-04,,
1300,0.231386,0.001901,1.4870,2.000000e-04,,
1400,0.229655,0.001882,1.6003,2.000000e-04,,
1500,0.227740,0.002239,1.5639,2.000000e-04,,
1600,0.225385,0.002066,1.4760,2.000000e-04,,
1700,0.223167,0.002153,1.4675,2.000000e-04,,
1800,0.217753,0.003211,1.5386,2.000000e-04,,
1900,0.211557,0.002372,1.4841,2.000000e-04,,
2000,0.207156,0.002746,1.5435,2.000000e-04,402,5.560948
2100,0.203207,0.003218,1.4223,2.000000e-04,,
2200,0.199012,0.003227,1.5508,2.000000e-04,,
2300,0.195724,0.002999,1.4324,2.000000e-04,,
2400,0.190150,0.003934,1.4330,2.000000e-04,,
2500,0.183444,0.004126,1.5419,2.000000e-04,,
2600,0.173256,0.005040,1.4532,2.000000e-04,,
2700,0.162736,0.004856,1.3278,2.000000e-04,,
2800,0.153036,0.004766,1.4287,2.000000e-04,,
2900,0.146629,0.004586,1.5231,2.000000e-04,,
3000,0.142296,0.005923,1.5326,2.000000e-04,,
3100,0.139817,0.005542,1.5221,2.000000e-04,,
3200,0.135714,0.004107,1.4423,2.000000e-04,,
3300,0.132735,0.005255,1.5389,2.000000e-04,,
3400,0.128148,0.004261,1.5816,2.000000e-04,,
3500,0.128476,0.007145,1.3343,2.000000e-04,,
3600,0.122174,0.004853,1.2427,2.000000e-04,,
3700,0.120011,0.005281,1.4346,2.000000e-04,,
3800,0.117190,0.004979,1.5379,2.000000e-04,,
3900,0.113967,0.005324,1.5122,2.000000e-04,,
4000,0.111163,0.005106,1.5030,2.000000e-04,192,0.733200
4100,0.108380,0.004892,1.4213,2.000000e-04,,
4200,0.107057,0.005316,1.5220,2.000000e-04,,
4300,0.104470,0.005314,1.1785,2.000000e-04,,
4400,0.104145,0.006008,1.5059,2.000000e-04,,
4500,0.098732,0.004813,1.1751,2.000000e-04,,
4600,0.098664,0.005348,1.1854,2.000000e-04,,
4700,0.096598,0.004329,1.4959,2.000000e-04,,
4800,0.095188,0.005613,1.2077,2.000000e-04,,
4900,0.092348,0.005335,1.4226,2.000000e-04,,
5000,0.091354,0.006114,1.4216,2.000000e-04,,
