Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-none-cpu,238.2018,0.0023,1427.0,16384
PCG-none-cpu,238.9589,0.0022,1333.0,16384
PCG-none-cpu,167.2222,0.0021,997.0,16384
PCG-none-cpu,240.1977,0.002,1432.0,16384
PCG-none-cpu,289.9084,0.0023,1765.0,16384
PCG-none-cpu,203.0526,0.002,1244.0,16384
PCG-none-cpu,215.0846,0.0018,1329.0,16384
PCG-none-cpu,605.4526,0.0021,3703.0,16384
PCG-none-cpu,478.353,0.0021,2890.0,16384
PCG-none-cpu,442.5945,0.0019,2678.0,16384
PCG-none-cpu,190.3996,0.0024,1110.0,16384
PCG-none-cpu,256.1563,0.0017,1547.0,16384
PCG-none-cpu,153.827,0.0021,958.0,16384
PCG-none-cpu,227.4645,0.0019,1396.0,16384
PCG-none-cpu,210.5637,0.0017,1312.0,16384
PCG-none-cpu,249.8475,0.0016,1527.0,16384
PCG-none-cpu,301.1474,0.0017,1766.0,16384
PCG-none-cpu,282.7853,0.0023,1738.0,16384
PCG-none-cpu,241.3882,0.0022,1438.0,16384
PCG-none-cpu,272.0495,0.0017,1666.0,16384
PCG-none-cuda,162.5558,3.4805,1427.0,16384
PCG-none-cuda,142.9367,0.127,1333.0,16384
PCG-none-cuda,105.5422,0.1401,997.0,16384
PCG-none-cuda,152.1996,0.1277,1432.0,16384
PCG-none-cuda,262.0321,0.2191,2398.0,16384
PCG-none-cuda,131.7305,0.1323,1244.0,16384
PCG-none-cuda,140.3101,0.1317,1329.0,16384
PCG-none-cuda,423.3141,0.13,3937.0,16384
PCG-none-cuda,175.1779,0.1829,1635.0,16384
PCG-none-cuda,293.8281,0.1391,2662.0,16384
PCG-none-cuda,117.3673,0.162,1110.0,16384
PCG-none-cuda,163.9501,0.1295,1547.0,16384
PCG-none-cuda,101.2186,0.1281,958.0,16384
PCG-none-cuda,149.3052,0.1234,1396.0,16384
PCG-none-cuda,138.493,0.1156,1312.0,16384
PCG-none-cuda,163.4771,0.1338,1529.0,16384
PCG-none-cuda,203.2565,0.1322,1892.0,16384
PCG-none-cuda,177.8944,0.1275,1669.0,16384
PCG-none-cuda,151.7875,0.1278,1438.0,16384
PCG-none-cuda,177.72,0.137,1670.0,16384
PCG-diagonal-cpu,168.8964,0.1286,993.0,16384
PCG-diagonal-cpu,161.2237,0.1166,929.0,16384
PCG-diagonal-cpu,154.7787,0.0851,921.0,16384
PCG-diagonal-cpu,169.4853,0.0887,968.0,16384
PCG-diagonal-cpu,189.9834,0.117,1110.0,16384
PCG-diagonal-cpu,156.4487,0.0831,931.0,16384
PCG-diagonal-cpu,160.1129,0.0862,956.0,16384
PCG-diagonal-cpu,367.2037,0.0898,2141.0,16384
PCG-diagonal-cpu,158.6166,0.1327,920.0,16384
PCG-diagonal-cpu,157.1743,0.0843,939.0,16384
PCG-diagonal-cpu,147.6668,0.094,870.0,16384
PCG-diagonal-cpu,159.0267,0.0851,958.0,16384
PCG-diagonal-cpu,149.2082,0.0892,895.0,16384
PCG-diagonal-cpu,180.4924,0.0853,1081.0,16384
PCG-diagonal-cpu,165.0329,0.097,969.0,16384
PCG-diagonal-cpu,181.5984,0.0838,1082.0,16384
PCG-diagonal-cpu,151.8126,0.083,912.0,16384
PCG-diagonal-cpu,319.0541,0.09,1930.0,16384
PCG-diagonal-cpu,162.6677,0.0847,960.0,16384
PCG-diagonal-cpu,277.0299,0.0823,1628.0,16384
PCG-diagonal-cuda,105.6834,1.1605,993.0,16384
PCG-diagonal-cuda,99.5658,0.1808,929.0,16384
PCG-diagonal-cuda,98.2709,0.1366,921.0,16384
PCG-diagonal-cuda,103.6409,0.1548,968.0,16384
PCG-diagonal-cuda,202.8183,0.1625,1804.0,16384
PCG-diagonal-cuda,99.3137,0.1425,931.0,16384
PCG-diagonal-cuda,101.7631,0.1464,956.0,16384
PCG-diagonal-cuda,234.4676,0.1537,2101.0,16384
PCG-diagonal-cuda,98.0907,0.1586,920.0,16384
PCG-diagonal-cuda,117.099,0.144,1070.0,16384
PCG-diagonal-cuda,93.0251,0.1516,870.0,16384
PCG-diagonal-cuda,102.405,0.1604,958.0,16384
PCG-diagonal-cuda,95.7277,0.1321,895.0,16384
PCG-diagonal-cuda,197.2103,0.1399,1765.0,16384
PCG-diagonal-cuda,103.0248,0.1416,969.0,16384
PCG-diagonal-cuda,121.4678,0.1406,1120.0,16384
PCG-diagonal-cuda,97.3316,0.1246,912.0,16384
PCG-diagonal-cuda,215.338,0.1396,1931.0,16384
PCG-diagonal-cuda,102.3929,0.151,960.0,16384
PCG-diagonal-cuda,192.8428,0.1458,1736.0,16384
PCG-ainv-cpu,174.9183,16.2629,526.0,16384
PCG-ainv-cpu,158.2005,15.0962,486.0,16384
PCG-ainv-cpu,154.3459,12.5015,473.0,16384
PCG-ainv-cpu,167.0428,13.618,511.0,16384
PCG-ainv-cpu,765.0968,14.5231,2381.0,16384
PCG-ainv-cpu,167.6575,12.8673,514.0,16384
PCG-ainv-cpu,172.3269,13.1142,537.0,16384
PCG-ainv-cpu,226.256,14.1664,602.0,16384
PCG-ainv-cpu,177.509,14.4544,544.0,16384
PCG-ainv-cpu,179.2121,13.9707,535.0,16384
PCG-ainv-cpu,165.0145,12.7946,481.0,16384
PCG-ainv-cpu,176.531,13.442,540.0,16384
PCG-ainv-cpu,149.3711,12.4795,461.0,16384
PCG-ainv-cpu,185.6684,13.4671,575.0,16384
PCG-ainv-cpu,171.0879,13.0888,542.0,16384
PCG-ainv-cpu,321.1177,13.3257,998.0,16384
PCG-ainv-cpu,262.6302,12.5646,805.0,16384
PCG-ainv-cpu,198.243,14.3654,606.0,16384
PCG-ainv-cpu,175.1372,14.1356,540.0,16384
PCG-ainv-cpu,174.0957,13.8892,537.0,16384
PCG-ainv-cuda,64.3715,14.2928,526.0,16384
PCG-ainv-cuda,59.7018,13.6385,486.0,16384
PCG-ainv-cuda,57.8015,13.4079,473.0,16384
PCG-ainv-cuda,62.7454,14.1976,511.0,16384
PCG-ainv-cuda,231.7146,13.1774,1872.0,16384
PCG-ainv-cuda,63.0194,13.5149,514.0,16384
PCG-ainv-cuda,65.6558,13.3076,537.0,16384
PCG-ainv-cuda,73.732,15.5597,601.0,16384
PCG-ainv-cuda,66.6464,14.0671,542.0,16384
PCG-ainv-cuda,65.6208,13.2395,535.0,16384
PCG-ainv-cuda,59.0044,13.8976,481.0,16384
PCG-ainv-cuda,66.1857,14.3636,540.0,16384
