Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-none-cpu,77.0742,0.0025,960.0,8192
PCG-none-cpu,66.3144,0.0015,976.0,8192
PCG-none-cpu,48.8567,0.0017,722.0,8192
PCG-none-cpu,65.6534,0.0014,971.0,8192
PCG-none-cpu,74.1351,0.0018,1131.0,8192
PCG-none-cpu,63.6614,0.0037,926.0,8192
PCG-none-cpu,62.9481,0.0016,913.0,8192
PCG-none-cpu,280.944,0.0019,3950.0,8192
PCG-none-cpu,78.9238,0.0042,1178.0,8192
PCG-none-cpu,75.8158,0.0017,1100.0,8192
PCG-none-cpu,144.0275,0.0022,2094.0,8192
PCG-none-cpu,135.2717,0.0018,1987.0,8192
PCG-none-cpu,49.1216,0.0018,722.0,8192
PCG-none-cpu,59.7615,0.0081,888.0,8192
PCG-none-cpu,246.57,0.0017,3578.0,8192
PCG-none-cpu,76.5941,0.0059,1163.0,8192
PCG-none-cpu,46.724,0.0018,683.0,8192
PCG-none-cpu,76.9729,0.002,1146.0,8192
PCG-none-cpu,73.2437,0.0024,1052.0,8192
PCG-none-cpu,81.9558,0.002,1180.0,8192
PCG-none-cuda,122.8304,7.7454,960.0,8192
PCG-none-cuda,107.3468,0.1076,976.0,8192
PCG-none-cuda,81.0499,0.1137,726.0,8192
PCG-none-cuda,107.6304,0.124,971.0,8192
PCG-none-cuda,124.9928,0.1129,1131.0,8192
PCG-none-cuda,102.5649,0.1371,926.0,8192
PCG-none-cuda,100.1016,0.1133,913.0,8192
PCG-none-cuda,309.6723,0.1421,2789.0,8192
PCG-none-cuda,130.217,0.1444,1178.0,8192
PCG-none-cuda,121.2801,0.1182,1100.0,8192
PCG-none-cuda,160.7091,0.123,1453.0,8192
PCG-none-cuda,139.8777,0.1146,1258.0,8192
PCG-none-cuda,84.8449,0.1118,764.0,8192
PCG-none-cuda,98.5551,0.1088,888.0,8192
PCG-none-cuda,131.072,0.1225,1167.0,8192
PCG-none-cuda,74.8823,0.1089,683.0,8192
PCG-none-cuda,127.3835,0.1097,1147.0,8192
PCG-none-cuda,124.523,0.116,1116.0,8192
PCG-none-cuda,130.6024,0.1105,1179.0,8192
PCG-diagonal-cpu,51.5809,0.0859,694.0,8192
PCG-diagonal-cpu,48.1003,0.0472,664.0,8192
PCG-diagonal-cpu,48.2396,0.0529,666.0,8192
PCG-diagonal-cpu,50.8695,0.0559,692.0,8192
PCG-diagonal-cpu,47.952,0.0527,671.0,8192
PCG-diagonal-cpu,48.1239,0.0753,675.0,8192
PCG-diagonal-cpu,47.6861,0.0475,661.0,8192
PCG-diagonal-cpu,53.3433,0.0624,745.0,8192
PCG-diagonal-cpu,48.3888,0.0503,645.0,8192
PCG-diagonal-cpu,46.5163,0.0529,635.0,8192
PCG-diagonal-cpu,48.6388,0.0559,651.0,8192
PCG-diagonal-cpu,50.8321,0.0729,705.0,8192
PCG-diagonal-cpu,90.5622,0.0536,1263.0,8192
PCG-diagonal-cpu,48.1944,0.0514,673.0,8192
PCG-diagonal-cpu,45.6868,0.0668,673.0,8192
PCG-diagonal-cpu,44.907,0.053,637.0,8192
PCG-diagonal-cpu,66.4491,0.0519,797.0,8192
PCG-diagonal-cpu,91.082,0.0535,1253.0,8192
PCG-diagonal-cpu,57.3707,0.0483,782.0,8192
PCG-diagonal-cuda,77.5952,1.0658,694.0,8192
PCG-diagonal-cuda,74.0535,0.116,664.0,8192
PCG-diagonal-cuda,74.5615,0.1205,667.0,8192
PCG-diagonal-cuda,79.2227,0.1151,692.0,8192
PCG-diagonal-cuda,74.4855,0.1297,671.0,8192
PCG-diagonal-cuda,74.687,0.1324,675.0,8192
PCG-diagonal-cuda,73.2275,0.1199,661.0,8192
PCG-diagonal-cuda,82.6918,0.1396,745.0,8192
PCG-diagonal-cuda,72.0909,0.1364,645.0,8192
PCG-diagonal-cuda,71.2912,0.127,635.0,8192
PCG-diagonal-cuda,73.1015,0.1256,651.0,8192
PCG-diagonal-cuda,78.1507,0.1188,705.0,8192
PCG-diagonal-cuda,143.4031,0.1198,1231.0,8192
PCG-diagonal-cuda,74.4211,0.11,673.0,8192
PCG-diagonal-cuda,90.1794,0.1581,795.0,8192
PCG-diagonal-cuda,70.58,0.1189,637.0,8192
PCG-diagonal-cuda,88.5287,0.1176,796.0,8192
PCG-diagonal-cuda,155.9029,0.1184,1356.0,8192
PCG-diagonal-cuda,77.389,0.1367,687.0,8192
PCG-ainv-cpu,65.9159,10.028,360.0,8192
PCG-ainv-cpu,63.5013,8.6949,348.0,8192
PCG-ainv-cpu,62.3212,7.7586,339.0,8192
PCG-ainv-cpu,69.0135,8.6248,361.0,8192
PCG-ainv-cpu,65.0788,8.1191,359.0,8192
PCG-ainv-cpu,66.4494,8.2133,372.0,8192
PCG-ainv-cpu,67.3368,8.3828,367.0,8192
PCG-ainv-cpu,68.7976,7.7029,379.0,8192
PCG-ainv-cpu,69.9315,8.5233,376.0,8192
PCG-ainv-cpu,65.0734,8.2727,356.0,8192
PCG-ainv-cpu,77.9007,7.8763,417.0,8192
PCG-ainv-cpu,68.9236,7.8828,372.0,8192
PCG-ainv-cpu,63.831,8.4326,354.0,8192
PCG-ainv-cpu,67.3424,9.7245,369.0,8192
PCG-ainv-cpu,59.3504,8.1337,326.0,8192
PCG-ainv-cpu,135.5418,9.1339,748.0,8192
PCG-ainv-cpu,82.1606,8.5894,435.0,8192
PCG-ainv-cpu,70.0578,8.299,378.0,8192
PCG-ainv-cuda,47.1794,9.9039,360.0,8192
PCG-ainv-cuda,45.7887,8.5694,348.0,8192
PCG-ainv-cuda,44.0801,9.1166,339.0,8192
PCG-ainv-cuda,47.3592,10.1668,361.0,8192
PCG-ainv-cuda,47.2334,9.0955,359.0,8192
PCG-ainv-cuda,48.6426,9.0882,372.0,8192
PCG-ainv-cuda,47.5456,9.2549,367.0,8192
PCG-ainv-cuda,49.5143,10.0798,379.0,8192
PCG-ainv-cuda,49.5508,9.5449,376.0,8192
PCG-ainv-cuda,48.3363,8.9362,367.0,8192
PCG-ainv-cuda,54.5732,9.6377,417.0,8192
PCG-ainv-cuda,51.2347,9.186,386.0,8192
PCG-ainv-cuda,46.286,9.0284,354.0,8192
PCG-ainv-cuda,52.6392,9.3944,401.0,8192
PCG-ainv-cuda,42.6858,8.7312,326.0,8192
PCG-ainv-cuda,96.0434,10.1177,719.0,8192
PCG-ainv-cuda,57.2424,9.5815,436.0,8192
PCG-ainv-cuda,50.111,9.6242,378.0,8192
PCG-ic-cpu,53.2914,1.9735,238.0,8192
PCG-ic-cpu,47.8855,2.0279,207.0,8192
PCG-ic-cpu,46.2513,1.9257,216.0,8192
PCG-ic-cpu,53.3947,2.243,228.0,8192
PCG-ic-cpu,52.3671,2.4569,227.0,8192
PCG-ic-cpu,47.8935,2.1066,217.0,8192
PCG-ic-cpu,45.3705,2.0721,198.0,8192
PCG-ic-cpu,46.8755,2.011,217.0,8192
PCG-ic-cpu,44.9115,2.3654,197.0,8192
PCG-ic-cpu,48.2811,2.2826,206.0,8192
PCG-ic-cpu,52.15,2.087,228.0,8192
PCG-ic-cpu,45.4094,2.16,197.0,8192
PCG-ic-cpu,49.0955,2.1119,227.0,8192
PCG-ic-cpu,56.0069,2.065,249.0,8192
PCG-ic-cpu,44.1982,2.0453,193.0,8192
PCG-ic-cpu,60.1314,2.1637,260.0,8192
