Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-diagonal-cuda,24.019,0.0796,244.0,1024
PCG-diagonal-cuda,22.2415,0.0792,225.0,1024
PCG-ainv-cpu,2.26,1.3166,123.0,1024
PCG-ainv-cpu,2.1084,1.1804,114.0,1024
PCG-ainv-cpu,1.9708,1.0044,107.0,1024
PCG-ainv-cpu,2.3139,1.2279,125.0,1024
PCG-ainv-cpu,2.2218,1.0756,122.0,1024
PCG-ainv-cpu,2.2436,1.1339,124.0,1024
PCG-ainv-cpu,2.2741,1.195,123.0,1024
PCG-ainv-cpu,2.5137,1.3084,135.0,1024
PCG-ainv-cpu,4.2596,1.0706,237.0,1024
PCG-ainv-cpu,2.4622,1.1234,125.0,1024
PCG-ainv-cpu,2.115,1.0559,115.0,1024
PCG-ainv-cpu,2.3425,1.2617,125.0,1024
PCG-ainv-cpu,2.033,0.9956,111.0,1024
PCG-ainv-cpu,2.2372,1.2277,119.0,1024
PCG-ainv-cpu,2.4317,1.1682,129.0,1024
PCG-ainv-cpu,2.3344,1.2003,124.0,1024
PCG-ainv-cpu,2.045,1.0724,112.0,1024
PCG-ainv-cpu,2.4779,1.4087,127.0,1024
PCG-ainv-cpu,2.5354,1.252,133.0,1024
PCG-ainv-cpu,2.2767,1.1459,125.0,1024
PCG-ainv-cuda,14.4025,1.2019,124.0,1024
PCG-ainv-cuda,13.2199,1.108,114.0,1024
PCG-ainv-cuda,12.4133,1.0523,107.0,1024
PCG-ainv-cuda,14.393,1.2604,125.0,1024
PCG-ainv-cuda,14.1188,1.1228,122.0,1024
PCG-ainv-cuda,15.8905,1.1903,136.0,1024
PCG-ainv-cuda,14.2092,1.24,123.0,1024
PCG-ainv-cuda,15.6291,1.3688,135.0,1024
PCG-ainv-cuda,27.7559,1.122,224.0,1024
PCG-ainv-cuda,15.7989,1.1803,135.0,1024
PCG-ainv-cuda,13.3328,1.1136,115.0,1024
PCG-ainv-cuda,14.4547,1.3344,125.0,1024
PCG-ainv-cuda,12.8548,1.0595,111.0,1024
PCG-ainv-cuda,13.7598,1.2619,119.0,1024
PCG-ainv-cuda,15.1969,1.2238,130.0,1024
PCG-ainv-cuda,14.3227,1.2466,124.0,1024
PCG-ainv-cuda,13.0035,1.1074,112.0,1024
PCG-ainv-cuda,14.6135,1.3863,127.0,1024
PCG-ainv-cuda,15.3763,1.308,133.0,1024
PCG-ainv-cuda,14.505,1.2002,125.0,1024
PCG-ic-cpu,2.0045,0.2281,88.0,1024
PCG-ic-cpu,1.7415,0.2219,73.0,1024
PCG-ic-cpu,1.5776,0.2207,70.0,1024
PCG-ic-cpu,1.9112,0.2278,84.0,1024
PCG-ic-cpu,1.8128,0.2187,80.0,1024
PCG-ic-cpu,1.7729,0.2293,76.0,1024
PCG-ic-cpu,1.8982,0.2295,74.0,1024
PCG-ic-cpu,1.8573,0.2271,82.0,1024
PCG-ic-cpu,1.6105,0.2825,70.0,1024
PCG-ic-cpu,1.7573,0.2313,74.0,1024
PCG-ic-cpu,1.5577,0.226,68.0,1024
PCG-ic-cpu,1.8151,0.2304,80.0,1024
PCG-ic-cpu,1.6053,0.2189,70.0,1024
PCG-ic-cpu,1.8588,0.2297,84.0,1024
PCG-ic-cpu,1.8542,0.2233,79.0,1024
PCG-ic-cpu,1.9878,0.2275,86.0,1024
PCG-ic-cpu,1.5953,0.226,70.0,1024
PCG-ic-cpu,2.6993,0.2334,121.0,1024
PCG-ic-cpu,1.8883,0.2264,84.0,1024
PCG-ic-cpu,1.7422,0.2401,75.0,1024
PCG-ic-cuda,21.7749,73.6918,77.0,1024
PCG-ic-cuda,19.8924,1.0094,71.0,1024
PCG-ic-cuda,20.2199,1.0146,72.0,1024
PCG-ic-cuda,21.5268,1.0088,77.0,1024
PCG-ic-cuda,20.9004,0.9917,75.0,1024
PCG-ic-cuda,20.4089,0.995,73.0,1024
PCG-ic-cuda,20.306,0.9904,73.0,1024
PCG-ic-cuda,21.3407,1.0025,77.0,1024
PCG-ic-cuda,19.2625,1.0288,69.0,1024
PCG-ic-cuda,19.3459,1.0164,69.0,1024
PCG-ic-cuda,18.8888,0.9923,68.0,1024
PCG-ic-cuda,20.7062,1.0226,74.0,1024
PCG-ic-cuda,19.6286,1.0083,70.0,1024
PCG-ic-cuda,20.6282,1.0206,74.0,1024
PCG-ic-cuda,20.1348,0.9762,72.0,1024
PCG-ic-cuda,20.3618,1.0152,73.0,1024
PCG-ic-cuda,19.5577,1.0193,70.0,1024
PCG-ic-cuda,23.0833,1.0151,83.0,1024
PCG-ic-cuda,21.3971,1.0174,77.0,1024
PCG-ic-cuda,19.528,0.9563,70.0,1024
Neural,2.1373,73.6918,121.0,1024
Neural,1.9901,1.0094,114.0,1024
Neural,2.0389,1.0146,115.0,1024
Neural,2.0989,1.0088,122.0,1024
Neural,1.956,0.9917,118.0,1024
Neural,1.9839,0.995,116.0,1024
Neural,2.1156,0.9904,127.0,1024
Neural,2.0356,1.0025,121.0,1024
Neural,1.8346,1.0288,109.0,1024
Neural,2.0314,1.0164,121.0,1024
Neural,1.8461,0.9923,110.0,1024
Neural,2.0232,1.0226,117.0,1024
Neural,1.891,1.0083,111.0,1024
Neural,2.0262,1.0206,120.0,1024
Neural,2.0866,0.9762,121.0,1024
Neural,2.0161,1.0152,117.0,1024
Neural,1.9585,1.0193,113.0,1024
Neural,2.2789,1.0151,135.0,1024
Neural,2.0435,1.0174,121.0,1024
Neural,1.8944,0.9563,111.0,1024
Neural+CUDA,14.8681,73.6918,121.0,1024
Neural+CUDA,13.3018,1.0094,114.0,1024
Neural+CUDA,13.5167,1.0146,115.0,1024
Neural+CUDA,14.2505,1.0088,122.0,1024
Neural+CUDA,13.7367,0.9917,118.0,1024
Neural+CUDA,13.474,0.995,116.0,1024
Neural+CUDA,16.1923,0.9904,127.0,1024
Neural+CUDA,14.0815,1.0025,121.0,1024
Neural+CUDA,12.7116,1.0288,109.0,1024
Neural+CUDA,12.7505,1.0164,121.0,1024
Neural+CUDA,12.9208,0.9923,110.0,1024
Neural+CUDA,13.6237,1.0226,117.0,1024
Neural+CUDA,12.9426,1.0083,111.0,1024
Neural+CUDA,13.9598,1.0206,120.0,1024
Neural+CUDA,13.3236,0.9762,121.0,1024
Neural+CUDA,13.6419,1.0152,117.0,1024
Neural+CUDA,13.2019,1.0193,113.0,1024
Neural+CUDA,15.7041,1.0151,135.0,1024
Neural+CUDA,14.73,1.0174,121.0,1024
Neural+CUDA,12.9398,0.9563,111.0,1024
