Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-ainv-cpu,7.345,2.3507,158.0,2048
PCG-ainv-cpu,8.5997,2.6573,176.0,2048
PCG-ainv-cpu,8.0125,2.3668,172.0,2048
PCG-ainv-cpu,8.2126,2.575,179.0,2048
PCG-ainv-cpu,7.7152,2.3067,163.0,2048
PCG-ainv-cpu,8.5574,2.7379,188.0,2048
PCG-ainv-cpu,8.4579,2.4982,184.0,2048
PCG-ainv-cpu,8.5924,2.4374,188.0,2048
PCG-ainv-cuda,22.9071,2.6914,175.0,2048
PCG-ainv-cuda,21.6646,2.2638,164.0,2048
PCG-ainv-cuda,22.6095,2.1316,171.0,2048
PCG-ainv-cuda,24.1588,2.5128,184.0,2048
PCG-ainv-cuda,21.9602,2.2558,171.0,2048
PCG-ainv-cuda,47.5639,2.2421,351.0,2048
PCG-ainv-cuda,23.0715,2.278,177.0,2048
PCG-ainv-cuda,26.9221,2.5446,206.0,2048
PCG-ainv-cuda,24.0346,2.2156,183.0,2048
PCG-ainv-cuda,23.7124,2.2839,183.0,2048
PCG-ainv-cuda,21.9582,2.1598,167.0,2048
PCG-ainv-cuda,25.1426,2.6766,189.0,2048
PCG-ainv-cuda,21.1259,2.1914,158.0,2048
PCG-ainv-cuda,23.9882,2.6913,181.0,2048
PCG-ainv-cuda,22.6251,2.3857,172.0,2048
PCG-ainv-cuda,23.6241,2.5056,179.0,2048
PCG-ainv-cuda,21.3738,2.22,163.0,2048
PCG-ainv-cuda,24.6081,2.7592,188.0,2048
PCG-ainv-cuda,24.0921,2.4727,184.0,2048
PCG-ainv-cuda,24.8685,2.5187,188.0,2048
PCG-ic-cpu,7.0472,0.5756,125.0,2048
PCG-ic-cpu,6.0339,0.5771,99.0,2048
PCG-ic-cpu,6.1102,0.537,106.0,2048
PCG-ic-cpu,6.3194,0.5309,115.0,2048
PCG-ic-cpu,5.4787,0.4776,106.0,2048
PCG-ic-cpu,6.1121,0.5433,111.0,2048
PCG-ic-cpu,5.5889,0.5617,100.0,2048
PCG-ic-cpu,7.1246,0.5315,124.0,2048
PCG-ic-cpu,6.1982,0.5651,112.0,2048
PCG-ic-cpu,5.5225,0.5371,102.0,2048
PCG-ic-cpu,5.1911,0.5496,95.0,2048
PCG-ic-cpu,6.4551,0.5645,108.0,2048
PCG-ic-cpu,5.741,0.5524,96.0,2048
PCG-ic-cpu,6.3541,0.5426,114.0,2048
PCG-ic-cpu,5.665,0.541,100.0,2048
PCG-ic-cpu,6.5394,0.5561,119.0,2048
PCG-ic-cpu,5.4991,0.5523,99.0,2048
PCG-ic-cpu,7.471,0.5591,134.0,2048
PCG-ic-cpu,6.427,0.5512,116.0,2048
PCG-ic-cpu,5.9689,0.54,109.0,2048
PCG-ic-cuda,38.7192,52.9802,108.0,2048
PCG-ic-cuda,34.3108,1.1607,97.0,2048
PCG-ic-cuda,36.3484,1.1669,103.0,2048
PCG-ic-cuda,39.1296,1.1352,111.0,2048
PCG-ic-cuda,35.4871,1.1634,101.0,2048
PCG-ic-cuda,36.7082,1.1769,104.0,2048
PCG-ic-cuda,35.6669,1.1722,101.0,2048
PCG-ic-cuda,38.8235,1.1839,110.0,2048
PCG-ic-cuda,35.0092,1.1684,99.0,2048
PCG-ic-cuda,36.068,1.1692,102.0,2048
PCG-ic-cuda,33.6373,1.1546,95.0,2048
PCG-ic-cuda,37.1769,1.1495,105.0,2048
PCG-ic-cuda,33.9814,1.187,96.0,2048
PCG-ic-cuda,37.398,1.1468,106.0,2048
PCG-ic-cuda,35.3748,1.1653,100.0,2048
PCG-ic-cuda,36.413,1.1554,103.0,2048
PCG-ic-cuda,35.2894,1.1895,100.0,2048
PCG-ic-cuda,40.8137,1.1554,116.0,2048
PCG-ic-cuda,36.708,1.1494,104.0,2048
PCG-ic-cuda,35.6526,1.1505,101.0,2048
Neural,7.5649,52.9802,173.0,2048
Neural,6.963,1.1607,160.0,2048
Neural,7.3035,1.1669,170.0,2048
Neural,7.7609,1.1352,179.0,2048
Neural,6.3097,1.1634,161.0,2048
Neural,7.2136,1.1769,167.0,2048
Neural,7.0989,1.1722,165.0,2048
Neural,7.8044,1.1839,174.0,2048
Neural,6.5579,1.1684,158.0,2048
Neural,6.5971,1.1692,158.0,2048
Neural,6.9843,1.1546,154.0,2048
Neural,7.5156,1.1495,170.0,2048
Neural,6.8257,1.187,157.0,2048
Neural,7.7558,1.1468,179.0,2048
Neural,6.887,1.1653,164.0,2048
Neural,6.8478,1.1554,164.0,2048
Neural,6.8675,1.1895,162.0,2048
Neural,7.7328,1.1554,183.0,2048
Neural,7.4022,1.1494,178.0,2048
Neural,6.8654,1.1505,163.0,2048
Neural+CUDA,23.9342,52.9802,173.0,2048
Neural+CUDA,21.2861,1.1607,160.0,2048
Neural+CUDA,22.4023,1.1669,170.0,2048
Neural+CUDA,23.3384,1.1352,179.0,2048
Neural+CUDA,21.1964,1.1634,161.0,2048
Neural+CUDA,22.0829,1.1769,167.0,2048
Neural+CUDA,21.9348,1.1722,165.0,2048
Neural+CUDA,23.1274,1.1839,174.0,2048
Neural+CUDA,21.0239,1.1684,158.0,2048
Neural+CUDA,20.889,1.1692,158.0,2048
Neural+CUDA,20.5697,1.1546,154.0,2048
Neural+CUDA,22.8295,1.1495,170.0,2048
Neural+CUDA,20.6466,1.187,157.0,2048
Neural+CUDA,23.906,1.1468,179.0,2048
Neural+CUDA,21.6457,1.1653,164.0,2048
Neural+CUDA,21.7615,1.1554,164.0,2048
Neural+CUDA,21.3973,1.1895,162.0,2048
Neural+CUDA,24.1859,1.1554,183.0,2048
Neural+CUDA,24.5139,1.1494,178.0,2048
Neural+CUDA,21.5297,1.1505,163.0,2048
