Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-none-cpu,9.6679,0.0028,497.0,2048
PCG-none-cpu,7.0973,0.0015,441.0,2048
PCG-none-cpu,6.0857,0.0015,361.0,2048
PCG-none-cpu,8.1796,0.0013,487.0,2048
PCG-none-cpu,7.919,0.0014,526.0,2048
PCG-none-cpu,8.2461,0.0012,517.0,2048
PCG-none-cpu,8.0969,0.0014,461.0,2048
PCG-none-cpu,11.6006,0.0013,723.0,2048
PCG-none-cpu,9.115,0.0014,563.0,2048
PCG-none-cpu,8.8576,0.0014,547.0,2048
PCG-none-cpu,6.9296,0.0013,422.0,2048
PCG-none-cpu,9.5609,0.0013,562.0,2048
PCG-none-cpu,5.8344,0.0014,338.0,2048
PCG-none-cpu,7.3764,0.0015,436.0,2048
PCG-none-cpu,11.5659,0.0013,764.0,2048
PCG-none-cpu,7.9546,0.0013,474.0,2048
PCG-none-cpu,5.836,0.0014,360.0,2048
PCG-none-cpu,8.5614,0.0014,539.0,2048
PCG-none-cpu,8.6624,0.0014,540.0,2048
PCG-none-cpu,9.5776,0.0014,594.0,2048
PCG-none-cuda,76.9394,7.4078,494.0,2048
PCG-none-cuda,49.0152,0.1007,441.0,2048
PCG-none-cuda,40.2788,0.1053,361.0,2048
PCG-none-cuda,53.888,0.1065,487.0,2048
PCG-none-cuda,57.7904,0.0971,526.0,2048
PCG-none-cuda,103.0329,0.0987,887.0,2048
PCG-none-cuda,51.2682,0.1061,461.0,2048
PCG-none-cuda,80.0428,0.0966,724.0,2048
PCG-none-cuda,62.9832,0.0976,563.0,2048
PCG-none-cuda,60.6972,0.1024,548.0,2048
PCG-none-cuda,47.1244,0.1014,421.0,2048
PCG-none-cuda,62.063,0.1031,562.0,2048
PCG-none-cuda,37.917,0.1026,338.0,2048
PCG-none-cuda,49.8822,0.1129,435.0,2048
PCG-none-cuda,54.0406,0.0965,482.0,2048
PCG-none-cuda,52.1434,0.0997,474.0,2048
PCG-none-cuda,39.7123,0.1032,360.0,2048
PCG-none-cuda,59.9758,0.1034,539.0,2048
PCG-none-cuda,60.6498,0.1003,540.0,2048
PCG-none-cuda,65.8978,0.099,594.0,2048
PCG-diagonal-cpu,12.3443,0.0228,697.0,2048
PCG-diagonal-cpu,5.4563,0.0148,324.0,2048
PCG-diagonal-cpu,5.5698,0.0155,342.0,2048
PCG-diagonal-cpu,6.1375,0.0171,363.0,2048
PCG-diagonal-cpu,5.3424,0.0133,330.0,2048
PCG-diagonal-cpu,6.3551,0.0153,375.0,2048
PCG-diagonal-cpu,5.7463,0.014,327.0,2048
PCG-diagonal-cpu,6.0977,0.0161,356.0,2048
PCG-diagonal-cpu,5.7163,0.015,324.0,2048
PCG-diagonal-cpu,5.5525,0.0158,320.0,2048
PCG-diagonal-cpu,5.7677,0.0161,314.0,2048
PCG-diagonal-cpu,5.6937,0.0157,342.0,2048
PCG-diagonal-cpu,5.8175,0.0161,318.0,2048
PCG-diagonal-cpu,6.3373,0.0168,361.0,2048
PCG-diagonal-cpu,5.5843,0.0157,333.0,2048
PCG-diagonal-cpu,5.8097,0.0158,335.0,2048
PCG-diagonal-cpu,5.8216,0.0148,329.0,2048
PCG-diagonal-cpu,6.2739,0.0137,374.0,2048
PCG-diagonal-cpu,6.3577,0.0142,363.0,2048
PCG-diagonal-cpu,5.64,0.0154,333.0,2048
PCG-diagonal-cuda,83.419,1.7045,733.0,2048
PCG-diagonal-cuda,36.2232,0.1017,324.0,2048
PCG-diagonal-cuda,38.0818,0.0977,342.0,2048
PCG-diagonal-cuda,40.5785,0.104,363.0,2048
PCG-diagonal-cuda,36.4526,0.0921,330.0,2048
PCG-diagonal-cuda,74.8458,0.0981,642.0,2048
PCG-diagonal-cuda,36.5331,0.0971,327.0,2048
PCG-diagonal-cuda,39.6515,0.0952,356.0,2048
PCG-diagonal-cuda,36.2128,0.0982,324.0,2048
PCG-diagonal-cuda,35.9351,0.0999,320.0,2048
PCG-diagonal-cuda,35.3275,0.0993,314.0,2048
PCG-diagonal-cuda,38.2512,0.1018,342.0,2048
PCG-diagonal-cuda,35.713,0.0986,318.0,2048
PCG-diagonal-cuda,40.777,0.1007,362.0,2048
PCG-diagonal-cuda,41.1765,0.098,363.0,2048
PCG-diagonal-cuda,37.3316,0.0997,335.0,2048
PCG-diagonal-cuda,36.989,0.1003,329.0,2048
PCG-diagonal-cuda,41.5584,0.0991,374.0,2048
PCG-diagonal-cuda,40.7681,0.1008,363.0,2048
PCG-diagonal-cuda,37.2087,0.0933,333.0,2048
PCG-ainv-cpu,8.4475,2.881,175.0,2048
PCG-ainv-cpu,7.3206,2.5653,164.0,2048
PCG-ainv-cpu,7.8506,2.1803,171.0,2048
PCG-ainv-cpu,8.1318,2.5238,184.0,2048
PCG-ainv-cpu,7.2347,2.1619,171.0,2048
PCG-ainv-cpu,8.0916,2.4347,179.0,2048
PCG-ainv-cpu,8.244,2.4565,177.0,2048
PCG-ainv-cpu,9.4989,2.3456,206.0,2048
PCG-ainv-cpu,8.0601,2.1117,183.0,2048
PCG-ainv-cpu,8.0182,2.3203,183.0,2048
PCG-ainv-cpu,7.4404,2.1928,167.0,2048
PCG-ainv-cpu,9.5571,2.5736,189.0,2048
