scale,exp_name,method,total_time_ms,total_time_ms_std,solve_time_ms,solve_time_ms_std,precond_time_ms,precond_time_ms_std,iterations,iterations_std,n_frames,checkpoint,elapsed_sec,infer_csv,all_infer_csv,infer_log,status
8192,multiphase_v2_8192,Neural,62.3013,10.7584,57.9410,4.1271,4.3603,9.3863,338.1111,23.5344,18,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,Neural+CUDA,48.1431,9.8387,43.7828,2.4234,4.3603,9.3863,338.1111,23.5344,18,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-ainv-cpu,80.0511,16.9830,71.5849,16.8191,8.4663,0.6280,389.7778,92.8665,18,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-ainv-cuda,60.8391,11.9127,51.4470,11.6768,9.3921,0.4732,391.3889,85.9173,18,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-diagonal-cpu,54.5060,13.7042,54.4486,13.7056,0.0574,0.0106,746.4211,185.6871,19,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-diagonal-cuda,84.6784,23.6388,84.5033,23.6542,0.1751,0.2160,751.5789,197.4885,19,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-ic-cpu,55.4524,14.0414,53.3100,14.0369,2.1423,0.1462,234.2778,64.0476,18,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-ic-cuda,134.4926,32.2893,130.1322,31.2375,4.3603,9.3863,217.3889,51.7018,18,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-none-cpu,94.2311,63.1422,94.2285,63.1425,0.0026,0.0017,1366.0000,896.3659,20,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
8192,multiphase_v2_8192,PCG-none-cuda,125.7906,49.5758,125.2703,49.5595,0.5202,1.7497,1122.3684,447.3064,19,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/918585692480090173/05fa1ea11409439ea28203a0b841c5a2/checkpoints/multiphase_v2_8192-simple-epoch=499.ckpt,29,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_raw/all_infer_sweep_multiphase_v2_8192_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_scale_infer_logs/multiphase_v2_8192.log,ok
