scale,config,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames
4096,v2_4096_d128_L3_hw,cg,gpu,0.0000,0.0000,,,43.9620,16.3767,1153.0500,433.5239,43.9620,16.3767,20
4096,v2_4096_d128_L3_hw,cg,cpu,0.0000,0.0000,,,316.7665,130.4581,510.6000,201.8056,316.7665,130.4581,20
4096,v2_4096_d128_L3_hw,jacobi,gpu,0.0000,0.0000,,,31.9655,18.0477,839.4000,475.8259,31.9655,18.0477,20
4096,v2_4096_d128_L3_hw,jacobi,cpu,0.0000,0.0000,,,236.2140,62.5892,370.7000,93.9295,236.2140,62.5892,20
4096,v2_4096_d128_L3_hw,ic_amgx,gpu,6.9160,0.1398,,,313.2415,57.5521,21.5000,3.8182,320.1575,57.5164,20
4096,v2_4096_d128_L3_hw,ic,cpu,4.3460,0.3731,,,75.9590,21.2451,113.0000,30.7383,80.3050,21.3080,20
4096,v2_4096_d128_L3_hw,leafonly,gpu,,,2.1465,0.1212,6.8500,1.9207,83.1000,23.5236,8.9990,1.9089,20
4096,v2_4096_d128_L3_hw,amg_cpu,cpu,9.2840,0.6986,,,7.7130,9.2296,4.7500,6.6639,16.9970,9.4229,20
4096,v2_4096_d128_L3_hw,amgx_gpu,gpu,15.5560,0.3395,,,59.5955,20.7659,1.4500,0.5104,75.1525,20.7301,20
