model_name,train_split,eval_cell,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames,checkpoint,elapsed_sec,infer_csv,all_infer_csv,infer_log,status
neural_spai_g4096_combo_no_closed_low,g4096_train_combo_no_closed_low,g4096_eval_id,neural_spai,gpu,,,1.7546,2.7030,30.6685,8.5128,250.3535,76.2958,32.4231,8.9065,99,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/222192843463907154/a9eaf7385c4340cdaefe20175ec66482/checkpoints/generalization_4096_neural_spai_combo_no_closed_low-simple-epoch=499.ckpt,48,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_id_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/all_infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_id_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_logs_split/neural_spai_g4096_combo_no_closed_low__g4096_eval_id.log,ok
neural_spai_g4096_combo_no_closed_low,g4096_train_combo_no_closed_low,g4096_eval_closed_only,neural_spai,gpu,,,1.7371,2.4392,31.1101,6.3640,247.7396,43.0283,32.8471,6.7829,96,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/222192843463907154/a9eaf7385c4340cdaefe20175ec66482/checkpoints/generalization_4096_neural_spai_combo_no_closed_low-simple-epoch=499.ckpt,50,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_closed_only_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/all_infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_closed_only_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_logs_split/neural_spai_g4096_combo_no_closed_low__g4096_eval_closed_only.log,ok
neural_spai_g4096_combo_no_closed_low,g4096_train_combo_no_closed_low,g4096_eval_param_high,neural_spai,gpu,,,1.7500,2.4789,50.1494,39.7543,404.3125,302.9085,51.8993,40.7641,96,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/222192843463907154/a9eaf7385c4340cdaefe20175ec66482/checkpoints/generalization_4096_neural_spai_combo_no_closed_low-simple-epoch=499.ckpt,60,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_param_high_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/all_infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_param_high_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_logs_split/neural_spai_g4096_combo_no_closed_low__g4096_eval_param_high.log,ok
neural_spai_g4096_combo_no_closed_low,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,neural_spai,gpu,,,1.7477,2.5124,49.7070,41.6268,395.7895,310.8133,51.4547,41.5896,95,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/222192843463907154/a9eaf7385c4340cdaefe20175ec66482/checkpoints/generalization_4096_neural_spai_combo_no_closed_low-simple-epoch=499.ckpt,62,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_combo_closed_high_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw_split/all_infer_generalization_split_generalization_4096_neural_spai_g4096_combo_no_closed_low_g4096_eval_combo_closed_high_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_logs_split/neural_spai_g4096_combo_no_closed_low__g4096_eval_combo_closed_high.log,ok
