model_name,train_split,eval_cell,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames,checkpoint,elapsed_sec,infer_csv,all_infer_csv,infer_log,status
neural_spai_4096,multiphase_v2_4096,g4096_eval_combo_closed_high,neural_spai,gpu,,,2.2614,5.5409,35.1016,5.9263,257.0312,34.2183,37.3630,8.0045,96,/orcd/home/002/osbo/ondemand/LearningSparsePreconditioner4GPU/mlruns/910367005070732457/f8093ddca1854cdf823fd9be16ec01bd/checkpoints/multiphase_v2_4096-simple-epoch=499.ckpt,73,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw/infer_generalization_generalization_4096_g4096_eval_combo_closed_high_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_raw/all_infer_generalization_generalization_4096_g4096_eval_combo_closed_high_6.csv,/home/osbo/ondemand/fluid-sim/Assets/Scripts/results/lsp_generalization_infer_logs/g4096_eval_combo_closed_high.log,ok
