tag,d_model,num_layers,num_gcn_layers,use_jacobi,variant,attention_layout,target_step,loss_mean_at_target,loss_std_at_target,lr_at_target,forward_inference_ms,apply_M_ms,total_inference_plus_apply_ms,weights_path
d512_L2_gcn2_jac1_32x33,512,2,2,1,baseline,32x33,100,0.2894329187273979,1.1899842073041342,0.001,1.125051500275731,0.03063414478674531,1.1556856450624764,leafonly_ablation_weights/d512_L2_gcn2_jac1_32x33.bytes
