Key,Solve Time (ms),Precond Time (ms),#Iteration,Matrix Size
PCG-none-cpu,60.5864,0.0028,960.0,8192
PCG-none-cpu,76.4831,0.0017,1146.0,8192
PCG-none-cpu,75.7221,0.0067,1163.0,8192
PCG-none-cpu,57.5407,0.0017,976.0,8192
PCG-none-cuda,122.9049,7.7439,960.0,8192
PCG-none-cuda,128.2727,0.1051,1147.0,8192
PCG-none-cuda,130.4092,0.1122,1167.0,8192
PCG-none-cuda,104.2691,0.1066,976.0,8192
PCG-diagonal-cpu,48.1209,0.0778,694.0,8192
PCG-diagonal-cpu,57.7971,0.0688,797.0,8192
PCG-diagonal-cpu,45.0542,0.0531,673.0,8192
PCG-diagonal-cpu,40.0593,0.0463,664.0,8192
PCG-diagonal-cuda,76.4915,1.1802,694.0,8192
PCG-diagonal-cuda,89.1342,0.1291,796.0,8192
PCG-diagonal-cuda,91.0798,0.1254,795.0,8192
PCG-diagonal-cuda,71.8353,0.1071,664.0,8192
PCG-ainv-cpu,66.3,9.8372,360.0,8192
PCG-ainv-cpu,135.188,10.4628,748.0,8192
PCG-ainv-cpu,66.5975,8.2503,369.0,8192
PCG-ainv-cpu,55.1709,7.2747,348.0,8192
PCG-ainv-cuda,46.2884,9.2852,360.0,8192
PCG-ainv-cuda,103.8177,9.9114,783.0,8192
PCG-ainv-cuda,47.7087,9.4301,368.0,8192
PCG-ainv-cuda,43.7659,7.9603,348.0,8192
PCG-ic-cpu,52.1973,2.0689,238.0,8192
PCG-ic-cpu,55.2052,2.0261,260.0,8192
PCG-ic-cpu,55.6952,2.1508,249.0,8192
PCG-ic-cpu,42.1644,1.9234,207.0,8192
PCG-ic-cuda,125.9252,52.9729,210.0,8192
PCG-ic-cuda,135.9644,2.1182,228.0,8192
PCG-ic-cuda,159.941,2.1537,269.0,8192
PCG-ic-cuda,117.3431,2.0532,198.0,8192
Neural,62.9749,52.9729,342.0,8192
Neural,64.1791,2.1182,373.0,8192
Neural,49.6948,2.1537,332.0,8192
Neural,48.3715,2.0532,326.0,8192
Neural+CUDA,44.7915,52.9729,342.0,8192
Neural+CUDA,52.332,2.1182,373.0,8192
Neural+CUDA,41.5401,2.1537,332.0,8192
Neural+CUDA,40.7464,2.0532,326.0,8192
